NÚMERO DE CASOS","VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF)","VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF).1","VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF).2","VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF).3","VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF).4","VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF).5","VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF).6",VIOLENCIA ENTRE OTROS FAMILIARES (VIF),VIOLENCIA ENTRE OTROS FAMILIARES (VIF).1,VIOLENCIA ENTRE OTROS FAMILIARES (VIF).2,VIOLENCIA ENTRE OTROS FAMILIARES (VIF).3,VIOLENCIA ENTRE OTROS FAMILIARES (VIF).4,VIOLENCIA ENTRE OTROS FAMILIARES (VIF).5,VIOLENCIA ENTRE OTROS FAMILIARES (VIF).6,VIOLENCIA CONTRA EL ADULTO MAYOR (VIF),VIOLENCIA CONTRA EL ADULTO MAYOR (VIF).1,VIOLENCIA CONTRA EL ADULTO MAYOR (VIF).2,VIOLENCIA CONTRA EL ADULTO MAYOR (VIF).3,VIOLENCIA CONTRA EL ADULTO MAYOR (VIF).4,VIOLENCIA CONTRA EL ADULTO MAYOR (VIF).5,VIOLENCIA CONTRA EL ADULTO MAYOR (VIF).6,TOTAL VIOLENCIA INTRAFAMILIAR,TOTAL VIOLENCIA INTRAFAMILIAR.1,TOTAL VIOLENCIA INTRAFAMILIAR.2,TOTAL VIOLENCIA INTRAFAMILIAR.3,TOTAL VIOLENCIA INTRAFAMILIAR.4,TOTAL VIOLENCIA INTRAFAMILIAR.5,TOTAL VIOLENCIA INTRAFAMILIAR.6
CÓDIGOS,SEXO,Hombre,Hombre,HOMBRE,Mujer,Mujer,MUJER,TOTAL,Hombre,Hombre,HOMBRE,Mujer,Mujer,MUJER,TOTAL,Hombre,Hombre,HOMBRE,Mujer,Mujer,MUJER,TOTAL,Hombre,Hombre,HOMBRE,Mujer,Mujer,MUJER,TOTAL
N°,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,
25489,Nimaima,2,-,2,-,-,-,2,-,-,-,-,1,1,1,-,-,-,-,-,-,-,2,-,2,-,1,1,3
25513,Pacho,-,-,-,1,-,1,1,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,1,1,1,1,2,3
25524,Pandi,-,-,-,1,-,1,1,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,2,2,1,1,2,4
25530,Paratebueno,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,2,2,2
25535,Pasca,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2
25572,Puerto Salgar,1,-,1,-,-,-,1,-,2,2,-,3,3,5,-,-,-,-,-,-,-,1,2,3,-,3,3,6
25592,Quebradanegra,2,-,2,2,-,2,4,-,1,1,-,2,2,3,-,-,-,-,-,-,-,2,1,3,2,2,4,7
25594,Quetame,1,-,1,1,-,1,2,-,-,-,-,4,4,4,-,1,1,-,-,-,1,1,1,2,1,4,5,7
25596,Quipile,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
25612,Ricaurte,-,-,-,1,-,1,1,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,-,-,1,3,4,4
25645,San Antonio del Tequendama,3,-,3,2,-,2,5,-,2,2,-,3,3,5,-,1,1,-,1,1,2,3,3,6,2,4,6,12
25658,San Francisco,3,-,3,4,-,4,7,-,6,6,-,13,13,19,-,-,-,-,-,-,-,3,6,9,4,13,17,26
25662,San Juan de Rioseco,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
25718,Sasaima,2,-,2,2,-,2,4,-,-,-,-,1,1,1,-,-,-,-,-,-,-,2,-,2,2,1,3,5
25736,Sesquilé,3,-,3,2,-,2,5,-,1,1,-,4,4,5,-,-,-,-,-,-,-,3,1,4,2,4,6,10
25740,Sibaté,4,-,4,3,-,3,7,-,5,5,-,9,9,14,-,-,-,-,-,-,-,4,5,9,3,9,12,21
25743,Silvania,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1
25745,Simijaca,1,-,1,-,-,-,1,-,-,-,-,2,2,2,-,-,-,-,-,-,-,1,-,1,-,2,2,3
25754,Soacha,40,-,40,29,-,29,69,-,53,53,-,84,84,137,-,11,11,-,5,5,16,40,64,104,29,89,118,222
25769,Subachoque,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
25772,Suesca,2,-,2,1,-,1,3,-,1,1,-,6,6,7,-,-,-,-,-,-,-,2,1,3,1,6,7,10
25779,Susa,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,-,-,-,3,3,3
25781,Sutatausa,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1
25793,Tausa,-,-,-,1,-,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,1,1,2,2
25797,Tena,1,-,1,1,-,1,2,-,3,3,-,3,3,6,-,-,-,-,2,2,2,1,3,4,1,5,6,10
25799,Tenjo,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1
25805,Tibacuy,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
25807,Tibirita,1,-,1,1,-,1,2,-,1,1,-,1,1,2,-,-,-,-,-,-,-,1,1,2,1,1,2,4
25815,Tocaima,1,-,1,1,-,1,2,-,2,2,-,-,-,2,-,-,-,-,-,-,-,1,2,3,1,-,1,4
25823,Topaipí,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1
25839,Ubalá,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1
25841,Ubaque,3,-,3,9,-,9,12,-,8,8,-,8,8,16,-,3,3,-,-,-,3,3,11,14,9,8,17,31
25851,Útica,-,-,-,2,-,2,2,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,-,-,2,3,5,5
25862,Vergara,5,-,5,4,-,4,9,-,5,5,-,2,2,7,-,-,-,-,-,-,-,5,5,10,4,2,6,16
25843,Villa de San Diego de Ubaté,6,-,6,6,-,6,12,-,17,17,-,19,19,36,-,1,1,-,2,2,3,6,18,24,6,21,27,51
25873,Villapinzón,1,-,1,3,-,3,4,-,8,8,-,8,8,16,-,-,-,-,-,-,-,1,8,9,3,8,11,20
25875,Villeta,2,-,2,7,-,7,9,-,3,3,-,6,6,9,-,-,-,-,1,1,1,2,3,5,7,7,14,19
25878,Viotá,1,-,1,1,-,1,2,-,3,3,-,6,6,9,-,1,1,-,2,2,3,1,4,5,1,8,9,14
25885,Yacopí,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
25898,Zipacón,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1
25899,Zipaquirá,4,-,4,4,-,4,8,-,15,15,-,43,43,58,-,3,3,-,1,1,4,4,18,22,4,44,48,70
94,Guainía,1,-,1,6,-,6,7,-,5,5,-,5,5,10,-,-,-,-,-,-,-,1,5,6,6,5,11,17
94001,Inírida,1,-,1,6,-,6,7,-,5,5,-,5,5,10,-,-,-,-,-,-,-,1,5,6,6,5,11,17
95,Guaviare,3,-,3,1,-,1,4,-,1,1,-,4,4,5,-,1,1,-,1,1,2,3,2,5,1,5,6,11
95200,Miraflores,1,-,1,-,-,-,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,1,-,1,-,1,1,2
95001,San José del Guaviare,2,-,2,1,-,1,3,-,1,1,-,3,3,4,-,1,1,-,1,1,2,2,2,4,1,4,5,9
41,Huila,39,-,39,55,-,55,94,-,88,88,-,148,148,236,-,13,13,-,17,17,30,39,101,140,55,165,220,360
41006,Acevedo,1,-,1,-,-,-,1,-,5,5,-,4,4,9,-,1,1,-,-,-,1,1,6,7,-,4,4,11
41020,Algeciras,-,-,-,2,-,2,2,-,2,2,-,1,1,3,-,-,-,-,1,1,1,-,2,2,2,2,4,6
41026,Altamira,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,2,2,-,-,-,2
41132,Campoalegre,2,-,2,2,-,2,4,-,1,1,-,3,3,4,-,-,-,-,-,-,-,2,1,3,2,3,5,8
41206,Colombia,-,-,-,2,-,2,2,-,2,2,-,3,3,5,-,-,-,-,-,-,-,-,2,2,2,3,5,7
41298,Garzón,2,-,2,1,-,1,3,-,1,1,-,-,-,1,-,-,-,-,1,1,1,2,1,3,1,1,2,5
41357,Íquira,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
41359,Isnos,4,-,4,10,-,10,14,-,1,1,-,9,9,10,-,1,1,-,2,2,3,4,2,6,10,11,21,27
41396,La Plata,2,-,2,-,-,-,2,-,3,3,-,4,4,7,-,2,2,-,1,1,3,2,5,7,-,5,5,12
41483,Nátaga,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
41001,Neiva,19,-,19,21,-,21,40,-,34,34,-,82,82,116,-,4,4,-,10,10,14,19,38,57,21,92,113,170
41503,Oporapa,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
41524,Palermo,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
41530,Palestina,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,2,2,-,-,-,2
41551,Pitalito,3,-,3,6,-,6,9,-,20,20,-,29,29,49,-,2,2,-,1,1,3,3,22,25,6,30,36,61
41615,Rivera,5,-,5,2,-,2,7,-,1,1,-,3,3,4,-,2,2,-,1,1,3,5,3,8,2,4,6,14
41668,San Agustín,-,-,-,2,-,2,2,-,5,5,-,2,2,7,-,1,1,-,-,-,1,-,6,6,2,2,4,10
41676,Santa María,-,-,-,1,-,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,1,-,1,2
41770,Suaza,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1
41801,Teruel,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1
41807,Timaná,-,-,-,1,-,1,1,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,2,2,1,2,3,5
41885,Yaguará,1,-,1,4,-,4,5,-,5,5,-,2,2,7,-,-,-,-,-,-,-,1,5,6,4,2,6,12
44,La Guajira,16,-,16,15,-,15,31,-,30,30,-,47,47,77,-,7,7,-,5,5,12,16,37,53,15,52,67,120
44078,Barrancas,2,-,2,2,-,2,4,-,-,-,-,1,1,1,-,-,-,-,-,-,-,2,-,2,2,1,3,5
44090,Dibulla,1,-,1,1,-,1,2,-,3,3,-,2,2,5,-,1,1,-,-,-,1,1,4,5,1,2,3,8
44098,Distracción,-,-,-,2,-,2,2,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,1,1,2,1,3,4
44110,El Molino,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
44279,Fonseca,2,-,2,-,-,-,2,-,3,3,-,2,2,5,-,-,-,-,-,-,-,2,3,5,-,2,2,7
44378,Hatonuevo,-,-,-,1,-,1,1,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,2,2,1,-,1,3
44430,Maicao,4,-,4,1,-,1,5,-,2,2,-,8,8,10,-,1,1,-,1,1,2,4,3,7,1,9,10,17
44001,Riohacha,7,-,7,8,-,8,15,-,15,15,-,29,29,44,-,5,5,-,3,3,8,7,20,27,8,32,40,67
44650,San Juan del Cesar,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,1,1,1,-,1,1,-,2,2,3
44855,Urumita,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,2,2,2
44874,Villanueva,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,-,-,-,-,-,-,-,3,3,-,-,-,3
47,Magdalena,45,-,45,33,-,33,78,-,77,77,-,122,122,199,-,14,14,-,22,22,36,45,91,136,33,144,177,313
47030,Algarrobo,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
47053,Aracataca,-,-,-,-,-,-,-,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,2,2,-,2,2,4
47189,Ciénaga,14,-,14,3,-,3,17,-,7,7,-,14,14,21,-,4,4,-,1,1,5,14,11,25,3,15,18,43
47245,El Banco,1,-,1,2,-,2,3,-,1,1,-,8,8,9,-,-,-,-,1,1,1,1,1,2,2,9,11,13
47268,El Retén,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1
47288,Fundación,1,-,1,1,-,1,2,-,1,1,-,7,7,8,-,1,1,-,-,-,1,1,2,3,1,7,8,11
47318,Guamal,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1
47460,Nueva Granada,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1
47551,Pivijay,1,-,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,1,1,2,-,-,-,2
47555,Plato,5,-,5,2,-,2,7,-,4,4,-,2,2,6,-,2,2,-,-,-,2,5,6,11,2,2,4,15
47570,Puebloviejo,-,-,-,-,-,-,-,-,4,4,-,1,1,5,-,-,-,-,-,-,-,-,4,4,-,1,1,5
47675,Salamina,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1
47001,Santa Marta,21,-,21,24,-,24,45,-,50,50,-,78,78,128,-,4,4,-,20,20,24,21,54,75,24,98,122,197
47745,Sitionuevo,-,-,-,-,-,-,-,-,2,2,-,6,6,8,-,1,1,-,-,-,1,-,3,3,-,6,6,9
47798,Tenerife,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1
47980,Zona Bananera,1,-,1,-,-,-,1,-,2,2,-,3,3,5,-,2,2,-,-,-,2,1,4,5,-,3,3,8
50,Meta,118,-,118,137,-,137,255,-,92,92,-,178,178,270,-,17,17,-,12,12,29,118,109,227,137,190,327,554
50006,Acacías,8,-,8,11,-,11,19,-,14,14,-,7,7,21,-,2,2,-,1,1,3,8,16,24,11,8,19,43
50110,Barranca de Upía,4,-,4,4,-,4,8,-,1,1,-,3,3,4,-,-,-,-,1,1,1,4,1,5,4,4,8,13
50124,Cabuyaro,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1
50226,Cumaral,1,-,1,3,-,3,4,-,2,2,-,3,3,5,-,-,-,-,-,-,-,1,2,3,3,3,6,9
50251,El Castillo,1,-,1,2,-,2,3,-,-,-,-,1,1,1,-,-,-,-,-,-,-,1,-,1,2,1,3,4
50270,El Dorado,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1
50287,Fuente de Oro,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1
50313,Granada,1,-,1,3,-,3,4,-,1,1,-,2,2,3,-,-,-,-,-,-,-,1,1,2,3,2,5,7
50350,La Macarena,-,-,-,1,-,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,1,-,1,2
50400,Lejanías,2,-,2,1,-,1,3,-,1,1,-,4,4,5,-,1,1,-,-,-,1,2,2,4,1,4,5,9
50325,Mapiripán,2,-,2,1,-,1,3,-,1,1,-,-,-,1,-,-,-,-,-,-,-,2,1,3,1,-,1,4
50330,Mesetas,-,-,-,1,-,1,1,-,3,3,-,3,3,6,-,-,-,-,-,-,-,-,3,3,1,3,4,7
50568,Puerto Gaitán,1,-,1,1,-,1,2,-,-,-,-,3,3,3,-,-,-,-,-,-,-,1,-,1,1,3,4,5
50577,Puerto Lleras,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,1,1,-,1,1,2,-,2,2,-,2,2,4
50573,Puerto López,5,-,5,11,-,11,16,-,3,3,-,6,6,9,-,-,-,-,-,-,-,5,3,8,11,6,17,25
50606,Restrepo,3,-,3,5,-,5,8,-,-,-,-,3,3,3,-,-,-,-,-,-,-,3,-,3,5,3,8,11
50680,San Carlos de Guaroa,1,-,1,2,-,2,3,-,2,2,-,4,4,6,-,1,1,-,-,-,1,1,3,4,2,4,6,10
50683,San Juan de Arama,3,-,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,-,-,-,3
50689,San Martín,1,-,1,5,-,5,6,-,2,2,-,2,2,4,-,-,-,-,1,1,1,1,2,3,5,3,8,11
50001,Villavicencio,84,-,84,83,-,83,167,-,58,58,-,134,134,192,-,12,12,-,8,8,20,84,70,154,83,142,225,379
50711,Vistahermosa,1,-,1,2,-,2,3,-,-,-,-,2,2,2,-,-,-,-,-,-,-,1,-,1,2,2,4,5
52,Nariño,27,-,27,26,-,26,53,-,62,62,-,115,115,177,-,11,11,-,15,15,26,27,73,100,26,130,156,256
52022,Aldana,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
52051,Arboleda,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1
52240,Chachagüí,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,-,-,-,1,1,1,-,3,3,-,1,1,4
52227,Cumbal,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1
52254,El Peñol,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1
52260,El Tambo,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,2,2,-,1,1,3
52520,Francisco Pizarro,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,2,2,2
52354,Imués,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
52356,Ipiales,4,-,4,2,-,2,6,-,11,11,-,27,27,38,-,1,1,-,2,2,3,4,12,16,2,29,31,47
52381,La Florida,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,2,2,2
52399,La Unión,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1
52435,Mallama,-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,1,1,-,-,-,1,-,2,2,-,2,2,4
52506,Ospina,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
52001,Pasto,13,-,13,13,-,13,26,-,35,35,-,64,64,99,-,9,9,-,10,10,19,13,44,57,13,74,87,144
52573,Puerres,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
52585,Pupiales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1
52612,Ricaurte,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1
52835,San Andrés de Tumaco,7,-,7,8,-,8,15,-,1,1,-,8,8,9,-,-,-,-,1,1,1,7,1,8,8,9,17,25
52683,Sandoná,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1
52788,Tangua,2,-,2,-,-,-,2,-,1,1,-,4,4,5,-,-,-,-,-,-,-,2,1,3,-,4,4,7
52838,Túquerres,1,-,1,-,-,-,1,-,5,5,-,1,1,6,-,-,-,-,-,-,-,1,5,6,-,1,1,7
54,Norte de Santander,50,-,50,56,-,56,106,-,77,77,-,158,158,235,-,16,16,-,23,23,39,50,93,143,56,181,237,380
54003,Ábrego,1,-,1,2,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-,2,3
54051,Arboledas,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,2,2,-,-,-,2
54099,Bochalema,1,-,1,-,-,-,1,-,2,2,-,1,1,3,-,-,-,-,-,-,-,1,2,3,-,1,1,4
54128,Cáchira,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
54172,Chinácota,1,-,1,-,-,-,1,-,1,1,-,2,2,3,-,-,-,-,1,1,1,1,1,2,-,3,3,5
54174,Chitagá,-,-,-,1,-,1,1,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,1,1,1,1,2,3
54001,Cúcuta,27,-,27,39,-,39,66,-,37,37,-,95,95,132,-,11,11,-,13,13,24,27,48,75,39,108,147,222
54239,Durania,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,1,1,-,1,1,2
54245,El Carmen,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
54261,El Zulia,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,-,-,-,-,-,-,-,3,3,-,-,-,3
54347,Herrán,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1
54385,La Esperanza,1,-,1,1,-,1,2,-,-,-,-,1,1,1,-,-,-,-,-,-,-,1,-,1,1,1,2,3
54398,La Playa,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,2,2,-,1,1,3
54377,Labateca,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,2,2,2
54405,Los Patios,4,-,4,2,-,2,6,-,10,10,-,7,7,17,-,-,-,-,-,-,-,4,10,14,2,7,9,23
54480,Mutiscua,-,-,-,1,-,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,1,1,2,2
54498,Ocaña,6,-,6,1,-,1,7,-,5,5,-,13,13,18,-,1,1,-,4,4,5,6,6,12,1,17,18,30
54518,Pamplona,2,-,2,5,-,5,7,-,8,8,-,19,19,27,-,1,1,-,2,2,3,2,9,11,5,21,26,37
54520,Pamplonita,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1
54599,Ragonvalia,-,-,-,-,-,-,-,-,1,1,-,3,3,4,-,-,-,-,-,-,-,-,1,1,-,3,3,4
54680,Santiago,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,2,2,-,-,-,2
54743,Silos,1,-,1,-,-,-,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,1,-,1,-,1,1,2
54820,Toledo,1,-,1,-,-,-,1,-,1,1,-,3,3,4,-,-,-,-,-,-,-,1,1,2,-,3,3,5
54874,Villa del Rosario,5,-,5,2,-,2,7,-,3,3,-,6,6,9,-,1,1,-,2,2,3,5,4,9,2,8,10,19
86,Putumayo,12,-,12,24,-,24,36,-,17,17,-,38,38,55,-,2,2,-,2,2,4,12,19,31,24,40,64,95
86001,Mocoa,1,-,1,2,-,2,3,-,6,6,-,9,9,15,-,-,-,-,-,-,-,1,6,7,2,9,11,18
86320,Orito,-,-,-,2,-,2,2,-,2,2,-,5,5,7,-,-,-,-,-,-,-,-,2,2,2,5,7,9
86568,Puerto Asís,6,-,6,9,-,9,15,-,8,8,-,17,17,25,-,-,-,-,1,1,1,6,8,14,9,18,27,41
86569,Puerto Caicedo,1,-,1,4,-,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,4,-,4,5
86573,Puerto Leguízamo,2,-,2,2,-,2,4,-,-,-,-,3,3,3,-,-,-,-,-,-,-,2,-,2,2,3,5,7
86865,Valle del Guamuez,2,-,2,2,-,2,4,-,1,1,-,3,3,4,-,1,1,-,-,-,1,2,2,4,2,3,5,9
86885,Villagarzón,-,-,-,3,-,3,3,-,-,-,-,1,1,1,-,1,1,-,1,1,2,-,1,1,3,2,5,6
63,Quindío,16,-,16,35,-,35,51,-,47,47,-,94,94,141,-,8,8,-,14,14,22,16,55,71,35,108,143,214
63001,Armenia,9,-,9,15,-,15,24,-,29,29,-,68,68,97,-,4,4,-,7,7,11,9,33,42,15,75,90,132
63111,Buenavista,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
63130,Calarcá,1,-,1,11,-,11,12,-,5,5,-,8,8,13,-,2,2,-,1,1,3,1,7,8,11,9,20,28
63190,Circasia,2,-,2,3,-,3,5,-,3,3,-,2,2,5,-,1,1,-,2,2,3,2,4,6,3,4,7,13
63272,Filandia,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,2,2,2
63401,La Tebaida,2,-,2,1,-,1,3,-,3,3,-,3,3,6,-,-,-,-,2,2,2,2,3,5,1,5,6,11
63470,Montenegro,2,-,2,3,-,3,5,-,3,3,-,3,3,6,-,-,-,-,-,-,-,2,3,5,3,3,6,11
63548,Pijao,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1
63594,Quimbaya,-,-,-,1,-,1,1,-,3,3,-,5,5,8,-,1,1,-,1,1,2,-,4,4,1,6,7,11
63690,Salento,-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,-,-,-,1,1,1,-,1,1,-,3,3,4
66,Risaralda,32,-,32,45,-,45,77,-,40,40,-,88,88,128,-,10,10,-,16,16,26,32,50,82,45,104,149,231
66045,Apía,4,-,4,4,-,4,8,-,2,2,-,5,5,7,-,1,1,-,1,1,2,4,3,7,4,6,10,17
66088,Belén de Umbría,-,-,-,1,-,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,1,-,1,2
66170,Dosquebradas,5,-,5,8,-,8,13,-,8,8,-,15,15,23,-,3,3,-,3,3,6,5,11,16,8,18,26,42
66400,La Virginia,1,-,1,1,-,1,2,-,2,2,-,-,-,2,-,-,-,-,1,1,1,1,2,3,1,1,2,5
66440,Marsella,2,-,2,1,-,1,3,-,-,-,-,7,7,7,-,-,-,-,-,-,-,2,-,2,1,7,8,10
