CÓDIGOS,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE ,Menores de Edad (<18 años)/Hombre/VIOLENCIA INTERPERSONAL (CASOS),Mayores de Edad (>18 años)/Hombre/VIOLENCIA INTERPERSONAL (CASOS),TOTAL/HOMBRE/VIOLENCIA INTERPERSONAL (CASOS),Menores de Edad (<18 años)/Mujer/VIOLENCIA INTERPERSONAL (CASOS),Mayores de Edad (>18 años)/Mujer/VIOLENCIA INTERPERSONAL (CASOS),TOTAL/MUJER/VIOLENCIA INTERPERSONAL (CASOS),/TOTAL/VIOLENCIA INTERPERSONAL (CASOS),Menores de Edad (<18 años)/Hombre (Tasa x 100.000 Hab.)/VIOLENCIA INTERPERSONAL (TASAS),Mayores de Edad (>18 años)/Hombre (Tasa x 100.000 Hab.)/VIOLENCIA INTERPERSONAL (TASAS),TOTAL/HOMBRE (TASA X 100.000 HAB.)/VIOLENCIA INTERPERSONAL (TASAS),Menores de Edad (<18 años)/Mujer (Tasa x 100.000 Hab.)/VIOLENCIA INTERPERSONAL (TASAS),Mayores de Edad (>18 años)/Mujer (Tasa x 100.000 Hab.)/VIOLENCIA INTERPERSONAL (TASAS),TOTAL/MUJER (TASA X 100.000 HAB.)/VIOLENCIA INTERPERSONAL (TASAS),(TASA X 100.000 HAB.)/TOTAL/VIOLENCIA INTERPERSONAL (TASAS)
25486,Nemocón,-,9,9,1,11,12,21.0,0.0,191.65247018739353,124.94793835901709,41.89359028068706,222.58195062727643,163.7331150225133,144.50867052023122
25488,Nilo,-,7,7,-,-,-,7.0,0.0,104.49320794148382,86.97813121272367,0.0,0.0,0.0,58.19753907549052
25489,Nimaima,-,8,8,-,-,-,8.0,0.0,515.4639175257732,400.8016032064128,0.0,0.0,0.0,212.5963327132607
25491,Nocaima,-,1,1,-,-,-,1.0,0.0,38.53564547206166,29.42041776993233,0.0,0.0,0.0,15.239256324291373
25513,Pacho,1,15,16,1,9,10,26.0,28.169014084507044,164.29353778751369,126.18296529968455,29.18855808523059,92.81220996184386,76.20208793720947,100.76347711506415
25524,Pandi,-,9,9,-,-,-,9.0,0.0,441.39283962726824,316.4556962025316,0.0,0.0,0.0,168.7289088863892
25530,Paratebueno,1,11,12,-,4,4,16.0,61.72839506172839,351.6624040920716,252.7379949452401,0.0,138.45621322256838,89.48545861297539,173.57344326318074
25535,Pasca,1,5,6,-,1,1,7.0,68.07351940095303,140.964195094446,119.61722488038276,0.0,30.57169061449098,21.691973969631235,72.71971743195513
25572,Puerto Salgar,-,8,8,-,6,6,14.0,0.0,130.6122448979592,94.86540969998813,0.0,100.18367006177994,72.83321194464676,83.978165676924
25580,Pulí,-,1,1,-,-,-,1.0,0.0,71.83908045977012,54.318305268875605,0.0,0.0,0.0,29.086678301337987
25592,Quebradanegra,-,13,13,-,6,6,19.0,0.0,660.2336211274759,503.29074719318623,0.0,337.07865168539325,255.97269624573377,385.63020093363104
25594,Quetame,-,14,14,-,6,6,20.0,0.0,764.1921397379913,512.4450951683748,0.0,344.82758620689657,232.28803716608596,376.29350893697085
25596,Quipile,-,-,-,1,2,3,3.0,0.0,0.0,0.0,124.22360248447205,90.37505648441031,99.40357852882703,45.899632802937575
25612,Ricaurte,1,5,6,1,5,6,12.0,49.77600796416127,95.12937595129375,82.58774948382657,52.91005291005291,95.93246354566385,84.48324415657561,83.52474420547087
25645,San Antonio del Tequendama,1,8,9,-,3,3,12.0,61.46281499692685,166.216496987326,139.75155279503107,0.0,61.95786864931846,46.955705118171856,93.53807779250137
25649,San Bernardo,-,1,1,-,-,-,1.0,0.0,30.883261272390367,21.588946459412778,0.0,0.0,0.0,11.130899376669635
25658,San Francisco,2,21,23,4,7,11,34.0,124.3008079552517,496.57129344998816,393.97053785543,264.55026455026456,155.76323987538942,183.15018315018315,287.06518068220197
25662,San Juan de Rioseco,-,2,2,-,-,-,2.0,0.0,62.99212598425196,45.892611289582376,0.0,0.0,0.0,23.427433524657374
25718,Sasaima,2,15,17,1,7,8,25.0,119.9040767386091,346.42032332563514,283.42780926975655,70.17543859649122,170.81503172279162,144.84881405033497,216.9950525128027
25736,Sesquilé,2,20,22,2,10,12,34.0,102.04081632653062,456.20437956204375,346.7843631778058,110.37527593818984,222.76676319893073,190.445960958578,268.88098062475285
25740,Sibaté,5,41,46,4,16,20,66.0,97.44689144416293,315.7489410858683,253.91918745860013,80.56394763343404,117.8463578110039,107.86322942508899,180.04255551312127
25743,Silvania,1,16,17,-,4,4,21.0,28.935185185185183,190.54424199118733,143.42360583818441,0.0,46.871338176704946,34.376074252320386,89.40355059815232
25745,Simijaca,-,8,8,-,2,2,10.0,0.0,175.94018033868485,117.43981209630064,0.0,39.0625,27.586206896551726,71.11363959607452
25754,Soacha,76,674,750,74,434,508,1258.0,68.9717760232326,263.75724941104653,205.0704348586928,69.66541771007888,154.12041278702264,130.98860296013615,166.94357890937275
25758,Sopó,-,1,1,-,1,1,2.0,0.0,9.643201542912248,7.032348804500703,0.0,8.928571428571429,6.7663576696664185,6.896789544467051
25769,Subachoque,-,1,1,-,-,-,1.0,0.0,16.556291390728475,11.987532965715655,0.0,0.0,0.0,5.972645284596547
25772,Suesca,3,33,36,-,17,17,53.0,100.67114093959732,521.4093853689366,386.7225265871737,0.0,257.4587308799031,180.23748939779475,282.80241182434236
25777,Supatá,-,-,-,-,1,1,1.0,0.0,0.0,0.0,0.0,50.27652086475615,37.00962250185048,18.040772145047807
25779,Susa,-,4,4,-,1,1,5.0,0.0,166.32016632016632,110.89548100914888,0.0,41.067761806981515,28.901734104046245,70.75137965190322
25781,Sutatausa,-,1,1,-,1,1,2.0,0.0,46.79457182966776,30.731407498463426,0.0,46.882325363338026,31.377470975839344,31.051079024996117
25785,Tabio,-,3,3,-,-,-,3.0,0.0,35.60408260147163,25.397900440230273,0.0,0.0,0.0,12.393621416177808
25793,Tausa,-,7,7,-,1,1,8.0,0.0,233.33333333333334,155.03875968992247,0.0,36.83241252302026,24.160425223483934,92.44280101687082
25797,Tena,-,5,5,1,3,4,9.0,0.0,126.32642748863063,92.35315847801995,73.80073800738008,79.74481658692186,78.17080320500293,85.46196942360649
25799,Tenjo,-,7,7,-,-,-,7.0,0.0,82.27550540667607,59.11163654788043,0.0,0.0,0.0,29.05046480743692
25805,Tibacuy,1,4,5,-,1,1,6.0,162.07455429497568,222.09883398112163,206.782464846981,0.0,62.38303181534623,45.02476361999099,129.33821944384565
25807,Tibirita,-,7,7,-,1,1,8.0,0.0,542.2153369481022,432.9004329004329,0.0,76.33587786259542,59.95203836930455,243.53120243531205
25815,Tocaima,-,7,7,-,4,4,11.0,0.0,111.82108626198084,83.93285371702638,0.0,62.62721152340692,48.36174585902551,66.22117873698151
25817,Tocancipá,1,9,10,-,2,2,12.0,13.585110718652356,58.51755526657997,43.973440042214506,0.0,12.503907471084714,8.705872110738692,26.2501640635254
25823,Topaipí,1,-,1,-,2,2,3.0,181.8181818181818,0.0,43.72540445999125,0.0,135.59322033898306,100.150225338007,70.0280112044818
25839,Ubalá,-,1,1,-,2,2,3.0,0.0,32.43593902043464,24.078979051288226,0.0,75.87253414264036,55.005500550055004,38.515855693927335
25841,Ubaque,1,16,17,-,7,7,24.0,95.32888465204957,601.7299736743137,458.46817691477884,0.0,281.0116419108792,208.39535576064307,339.6066223291354
25845,Une,-,4,4,-,1,1,5.0,0.0,140.6964474147028,103.38588782631172,0.0,39.682539682539684,28.555111364934323,67.8334011667345
25851,Útica,-,15,15,-,9,9,24.0,0.0,814.7745790331342,643.7768240343347,0.0,568.1818181818182,427.75665399239546,541.2719891745603
25506,Venecia,-,-,-,1,1,2,2.0,0.0,0.0,0.0,170.06802721088434,64.93506493506493,93.98496240601503,44.95392222971454
25862,Vergara,1,18,19,-,5,5,24.0,110.61946902654867,627.8339727938612,503.845133916733,0.0,195.61815336463224,147.23203769140164,334.8681456676434
25867,Vianí,-,1,1,1,2,3,4.0,0.0,55.15719801434088,41.10152075626798,161.55088852988692,123.8390092879257,134.2882721575649,85.70816370259267
25843,Villa de San Diego de Ubaté,8,51,59,10,48,58,117.0,111.21924092868066,325.5665496329397,258.11532067547466,142.7755568246716,281.54143938060884,241.13416205878684,249.40845430709217
25873,Villapinzón,2,29,31,1,21,22,53.0,63.51222610352493,472.62059973924386,333.8718362950996,33.3000333000333,341.7412530512612,240.4897245299519,287.52780339608313
25875,Villeta,5,39,44,1,21,22,66.0,130.20833333333331,363.6024613089689,302.0733214334752,27.624309392265197,191.9210382014257,151.0781486059607,226.58610271903325
25878,Viotá,-,8,8,-,4,4,12.0,0.0,151.42911224682945,111.95074167366359,0.0,81.79959100204499,59.41770647653001,86.46779074794638
25885,Yacopí,-,-,-,-,3,3,3.0,0.0,0.0,0.0,0.0,67.78129236330773,49.833887043189364,23.87774594078319
25898,Zipacón,-,4,4,-,2,2,6.0,0.0,221.1166390270868,156.31105900742477,0.0,108.87316276537834,81.20178643930167,119.47431302270012
25899,Zipaquirá,17,136,153,8,93,101,254.0,83.62437896600915,268.26044933625263,215.414073719483,40.893523488217554,166.77725373455516,134.083848870244,173.5541707663715
94,Guainía,6,51,57,1,21,22,79.0,49.26917392018394,360.9086405774538,216.65589722148314,8.651267410675663,164.4736842105263,90.43449664981297,156.01548305553362
94001,Inírida,6,51,57,1,21,22,79.0,84.31703204047217,498.58246162870273,328.624963966561,14.6756677428823,220.49559008819824,134.65540457828376,234.53967876970577
95,Guaviare,-,37,37,4,22,26,63.0,0.0,127.09535586699643,80.70672919620459,25.19367638722681,88.22939643071987,63.706752915809076,72.70041658492677
95015,Calamar,-,2,2,-,-,-,2.0,0.0,53.763440860215056,35.486160397445,0.0,0.0,0.0,19.86294567484358
95025,El Retorno,-,4,4,-,-,-,4.0,0.0,89.16629514043692,54.10523468145543,0.0,0.0,0.0,29.150269639994168
95200,Miraflores,-,2,2,-,-,-,2.0,0.0,69.90562740300594,46.554934823091244,0.0,0.0,0.0,28.38489923360772
95001,San José del Guaviare,-,29,29,4,22,26,55.0,0.0,160.70933776669438,101.68302945301542,39.77329223426469,127.58800672736763,95.23809523809524,98.53099247581511
41,Huila,68,851,919,47,361,408,1327.0,36.239221496253506,228.74191944306315,164.2018521397163,26.39841384849557,93.78962026895019,72.47599676700212,118.20541553612881
41006,Acevedo,-,7,7,1,5,6,13.0,0.0,87.03220191470844,53.69333435606351,20.525451559934318,67.66815536608472,48.93564962074871,51.38746145940391
41013,Agrado,-,1,1,-,-,-,1.0,0.0,34.66204506065858,22.49212775528565,0.0,0.0,0.0,11.189437171310283
41016,Aipe,-,14,14,-,2,2,16.0,0.0,259.83667409057165,170.60687301974164,0.0,36.330608537693,23.980815347721823,96.70010878762238
41020,Algeciras,3,12,15,3,6,9,24.0,75.8150113722517,156.3721657544957,128.96569512509672,79.89347536617844,83.46084295451384,82.23684210526315,106.31229235880399
41026,Altamira,-,3,3,-,-,-,3.0,0.0,172.61219792865361,124.4296972210701,0.0,0.0,0.0,68.69704602702085
41078,Baraya,-,4,4,-,-,-,4.0,0.0,125.66760917373547,89.06702293475841,0.0,0.0,0.0,48.37344297980409
41132,Campoalegre,-,10,10,-,7,7,17.0,0.0,94.54476694714947,64.16837782340862,0.0,63.21683373972727,44.37963608698409,54.21436999712983
41206,Colombia,1,15,16,-,5,5,21.0,80.51529790660226,580.4953560371517,418.1913225300575,0.0,233.53573096683792,154.41630636195183,297.281993204983
41244,Elías,-,1,1,-,-,-,1.0,0.0,63.57279084551812,44.603033006244424,0.0,0.0,0.0,23.255813953488374
41298,Garzón,1,13,14,2,6,8,22.0,7.748934521503292,53.86368344727574,37.79697624190065,16.556291390728475,23.98464982411257,21.56566745740781,29.675191539872664
41306,Gigante,-,6,6,1,1,2,8.0,0.0,71.64179104477613,48.855956355345654,24.789291026276647,11.889192723814054,16.070711128967456,32.3546064870986
41319,Guadalupe,-,3,3,-,-,-,3.0,0.0,50.02501250625312,32.2407307898979,0.0,0.0,0.0,16.39165118566277
41349,Hobo,-,8,8,-,-,-,8.0,0.0,328.5420944558521,212.76595744680853,0.0,0.0,0.0,108.29836198727496
41357,Íquira,-,2,2,-,1,1,3.0,0.0,66.53359946773121,42.07868714496107,0.0,34.24657534246575,21.777003484320556,32.102728731942214
41359,Isnos,-,19,19,1,18,19,38.0,0.0,217.9648961798784,146.4016027122823,23.798191337458352,210.79751727368546,149.12487245899067,147.75069015125004
41378,La Argentina,-,2,2,-,-,-,2.0,0.0,47.630388187663726,29.976019184652277,0.0,0.0,0.0,15.1952590791673
41396,La Plata,6,33,39,-,11,11,50.0,50.63291139240506,166.8436220233581,123.30456226880395,0.0,56.248721619963185,35.77119443270138,80.1538954793203
41483,Nátaga,-,3,3,-,-,-,3.0,0.0,142.92520247737016,89.02077151335311,0.0,0.0,0.0,45.64125969876768
41001,Neiva,34,432,466,32,219,251,717.0,61.517306265718574,361.7605680980773,266.76589289292156,60.49492409777492,160.0572990513499,132.29813991977778,196.7574806261114
41503,Oporapa,-,4,4,-,-,-,4.0,0.0,110.5583195135434,65.96306068601582,0.0,0.0,0.0,33.55704697986577
41518,Paicol,-,2,2,-,-,-,2.0,0.0,90.74410163339383,58.36008170411438,0.0,0.0,0.0,29.753049687592977
41524,Palermo,-,17,17,-,-,-,17.0,0.0,182.09083119108826,124.28717648779062,0.0,0.0,0.0,63.24169487742272
41530,Palestina,1,5,6,-,1,1,7.0,47.080979284369114,131.75230566534916,101.36847440446022,0.0,28.08199943836001,18.261504747991236,61.430451952610795
41548,Pital,-,1,1,-,-,-,1.0,0.0,23.030861354214647,14.2025280499929,0.0,0.0,0.0,7.180297264306742
41551,Pitalito,11,125,136,4,47,51,187.0,50.31791775307625,297.1167787787312,212.72602139773508,19.127773527161438,107.3402457406477,78.82778447556339,145.37821659022003
41615,Rivera,4,31,35,2,7,9,44.0,104.49320794148382,322.51352476071577,260.41666666666663,57.88712011577424,84.99271491015055,76.98229407236335,175.0825673471012
41660,Saladoblanco,-,2,2,-,-,-,2.0,0.0,61.74745291756715,36.79175864606328,0.0,0.0,0.0,18.926847733509984
41668,San Agustín,1,19,20,1,12,13,33.0,17.94043774668102,163.80722476075525,116.46188784720201,19.569471624266146,104.85844110450893,78.53086867222424,97.84445696326385
41676,Santa María,1,3,4,-,-,-,4.0,52.46589716684156,84.81764206955046,73.48888480617308,0.0,0.0,0.0,38.23360734085261
41770,Suaza,-,4,4,-,3,3,7.0,0.0,53.56186395286556,34.05994550408719,0.0,42.94302891497281,27.309968138370504,30.797659377887282
41791,Tarqui,1,9,10,-,2,2,12.0,30.98853424233034,154.53296703296704,110.48502927853275,0.0,35.6696985910469,23.046784973496194,67.6857126741497
41799,Tello,1,2,3,-,-,-,3.0,46.92632566870014,48.80429477794046,48.16182372772516,0.0,0.0,0.0,25.423728813559322
41801,Teruel,-,1,1,-,-,-,1.0,0.0,35.97122302158274,23.815194093831863,0.0,0.0,0.0,12.354830738818878
41797,Tesalia,-,5,5,-,2,2,7.0,0.0,135.94344752582927,89.87956138774042,0.0,54.89980785067252,37.3134328358209,64.08495834477708
41807,Timaná,2,14,16,-,2,2,18.0,53.66246310705661,185.03832936822627,141.68068715133268,0.0,27.081922816519974,18.558040270947387,81.55867693701857
41872,Villavieja,1,8,9,-,2,2,11.0,91.40767824497257,303.2600454890068,241.15755627009648,0.0,79.14523149980214,57.01254275940707,151.93370165745856
41885,Yaguará,-,11,11,-,2,2,13.0,0.0,389.10505836575874,277.3575390821987,0.0,72.25433526011561,51.84033177812338,166.1554192229039
44,La Guajira,27,306,333,19,143,162,495.0,13.867559669027576,110.19283746556472,70.49200455551933,10.03215569905645,47.049843222025906,32.83845910598309,51.257199306629886
44035,Albania,-,1,1,-,1,1,2.0,0.0,10.369141435089174,6.189650903689032,0.0,10.447137484329295,6.207709975789931,6.198667286533396
44078,Barrancas,-,5,5,-,2,2,7.0,0.0,42.970092815400484,26.268782179258167,0.0,16.232448664881097,10.355182768975872,18.253885469907164
44090,Dibulla,1,10,11,-,9,9,20.0,11.025358324145536,80.23750300890636,51.08438211117819,0.0,73.92804337111878,43.84469235640863,47.551117451260104
44098,Distracción,-,4,4,-,-,-,4.0,0.0,85.25149190110827,55.49389567147614,0.0,0.0,0.0,28.074115665356544
44110,El Molino,-,2,2,-,-,-,2.0,0.0,74.6268656716418,51.0073960724305,0.0,0.0,0.0,25.383931971062317
44279,Fonseca,1,16,17,-,9,9,26.0,11.708230886313078,120.31884493908858,77.84239205091808,0.0,61.766522544780734,39.63884606914777,58.36925287356322
44378,Hatonuevo,-,5,5,-,1,1,6.0,0.0,76.5579543714592,45.67044208987943,0.0,14.560279557367503,9.021199819576005,27.23187945354695
44420,La Jagua del Pilar,-,-,-,-,2,2,2.0,0.0,0.0,0.0,0.0,180.34265103697024,110.49723756906079,52.16484089723526
44430,Maicao,7,50,57,1,35,36,93.0,18.427356727301444,96.64450286067729,63.52886105012093,2.733136547501913,59.5633158047004,37.756033099455685,50.2507132359298
44560,Manaure,2,10,12,-,1,1,13.0,8.94854586129754,42.74965800273598,26.234095579554896,0.0,3.8770208971426356,2.096919625070771,13.914011409489355
44001,Riohacha,15,166,181,18,71,89,270.0,37.88452795878163,283.9742712467497,184.59969403365628,46.10065309258548,109.66267144445817,85.75089845744732,133.76998498803502
44650,San Juan del Cesar,-,19,19,-,3,3,22.0,0.0,118.26953003423591,78.02554309884604,0.0,17.48761294083358,11.889192723814054,44.36915133914166
44847,Uribia,-,5,5,-,2,2,7.0,0.0,9.441622448401533,5.431358491385866,0.0,3.339622956568203,2.040275029073919,3.6825824372382736
44855,Urumita,1,4,5,-,1,1,6.0,53.475935828877006,108.48928668294006,89.97660608241857,0.0,26.014568158168576,17.53155680224404,53.28123612467809
44874,Villanueva,-,9,9,-,6,6,15.0,0.0,98.32841691248771,63.1578947368421,0.0,60.9818070942169,40.03736821032964,51.306608291147896
47,Magdalena,80,654,734,56,399,455,1189.0,31.940973081744936,141.1749468435311,102.84188270701132,23.585799663902353,83.84501910153443,63.78722264824922,83.32013572282494
47030,Algarrobo,1,3,4,-,1,1,5.0,28.94356005788712,57.38332058148432,46.06702752504894,0.0,20.815986677768528,12.342631449024932,29.78850163836759
47053,Aracataca,1,13,14,3,11,14,28.0,12.220457045093486,101.38033221555018,66.64762448824145,39.7456279809221,85.02086875869531,68.33935370496926,67.48288826761785
47058,Ariguaní,-,8,8,-,1,1,9.0,0.0,77.42934572202864,49.07072317978286,0.0,10.146103896103897,6.455361177457879,28.307227778826196
47170,Chivolo,-,2,2,-,-,-,2.0,0.0,25.220680958385877,15.99488163787588,0.0,0.0,0.0,8.551393877201985
47189,Ciénaga,8,60,68,4,33,37,105.0,36.801913699512376,150.05251838143352,110.16784395048929,19.233543299514352,78.91338657994166,59.091272059410684,84.446553374243
47245,El Banco,1,30,31,1,23,24,55.0,7.579202667879339,136.4566750056857,88.12075385883624,7.996161842315688,104.46947674418604,69.5208852326053,78.90848050960531
47268,El Retén,2,8,10,1,6,7,17.0,46.500813764240874,123.7815256073031,92.90226681531028,25.660764690787786,93.88202159286497,68.04043545878694,80.75242257267718
47288,Fundación,3,35,38,2,26,28,66.0,22.4870699347875,163.5131978509694,109.36510677488056,15.677667163126126,113.1024882547416,78.33263393481606,93.62897391156318
47460,Nueva Granada,1,2,3,-,-,-,3.0,23.27205026762858,29.59455460195324,27.137042062415198,0.0,0.0,0.0,14.173674761409806
47541,Pedraza,-,2,2,-,-,-,2.0,0.0,63.95906619763352,41.37360364087712,0.0,0.0,0.0,21.528525296017225
47545,Pijiño del Carmen,-,1,1,-,-,-,1.0,0.0,25.188916876574307,14.994751836857098,0.0,0.0,0.0,7.747133560582585
47551,Pivijay,-,2,2,1,5,6,8.0,0.0,15.167602002123465,10.077089736484103,15.832805573147562,39.032006245120996,31.37090871065565,20.527031534652195
47555,Plato,4,59,63,8,19,27,90.0,34.1180484476288,281.78431559843347,192.88469781397342,70.29259291802127,95.12366075898669,86.1106681549992,140.58765640376777
47570,Puebloviejo,-,4,4,2,3,5,9.0,0.0,38.50596842510589,24.44240757714635,33.16749585406302,30.634126416828344,31.599570245844657,27.960730707095816
47605,Remolino,-,1,1,-,1,1,2.0,0.0,24.00384061449832,16.212710765239947,0.0,25.680534155110426,17.358097552508244,16.765864699471877
47660,Sabanas de San Ángel,-,3,3,-,-,-,3.0,0.0,54.47612130016343,33.433634236041456,0.0,0.0,0.0,17.93829227457546
47675,Salamina,-,-,-,-,1,1,1.0,0.0,0.0,0.0,0.0,25.647601949217744,17.905102954341988,8.853474988933156
47692,San Sebastián de Buenavista,-,-,-,-,1,1,1.0,0.0,0.0,0.0,0.0,15.44878727019929,9.874592673052236,4.831851565519907
47001,Santa Marta,55,381,436,31,251,282,718.0,65.19909432530791,215.49651868484906,166.9487436724129,38.4801578927769,127.48040814046207,101.63846980039935,133.3056077473209
47745,Sitionuevo,2,17,19,1,11,12,31.0,37.22315280104225,175.7469244288225,126.27940980991625,19.443904335990666,122.63099219620959,85.02798837950826,106.31365959052094
47798,Tenerife,-,3,3,1,2,3,6.0,0.0,65.459306131355,42.06393718452047,43.30879168471199,49.23682914820286,47.08836917281432,44.434570095534326
47980,Zona Bananera,2,20,22,1,4,5,27.0,13.781697905181918,87.32099196646874,58.79837502672653,7.115411982353779,17.80706049948805,13.692252923296,36.51955148580472
50,Meta,96,1036,1132,64,536,600,1732.0,57.70132352410834,280.28710489934286,211.19599996268622,40.59883278355748,144.9357658746576,113.75291728835796,162.86553062003622
50006,Acacías,7,119,126,6,51,57,183.0,52.21153128962483,346.52456247634024,263.8853983412918,46.81647940074907,163.12170158324005,129.30741135636669,199.28345076174193
50110,Barranca de Upía,3,9,12,-,4,4,16.0,247.7291494632535,433.5260115606936,365.07453605111044,0.0,195.88638589618023,121.5436037678517,243.2350258437215
50124,Cabuyaro,-,6,6,-,5,5,11.0,0.0,260.98303610265333,176.05633802816902,0.0,276.09055770292656,179.5977011494253,177.6485788113695
50150,Castilla la Nueva,-,8,8,-,3,3,11.0,0.0,144.63930573133248,97.81146839466926,0.0,58.66249511145874,38.824899702342435,69.15629322268327
50226,Cumaral,1,14,15,1,6,7,22.0,27.23311546840959,178.70819504723002,130.36676516600033,28.066236317709798,73.83706620723603,59.88536230644195,94.84802759215347
50251,El Castillo,-,3,3,1,4,5,8.0,0.0,116.36927851047324,77.80082987551867,83.19467554076539,170.2127659574468,140.76576576576576,107.99136069114472
50287,Fuente de Oro,-,5,5,1,1,2,7.0,0.0,116.9864295741694,79.40289026520566,51.20327700972862,24.16626389560174,32.83533081595797,56.50629641588634
50313,Granada,2,23,25,2,20,22,47.0,17.571604287471445,101.24576308491437,73.3159330185636,17.84121320249777,79.1514959632737,60.31032403092275,66.5939328676481
50318,Guamal,1,7,8,-,3,3,11.0,45.16711833785004,140.56224899598394,111.20378092855158,0.0,58.422590068159685,41.27682993946065,76.06140229567141
50350,La Macarena,-,6,6,-,-,-,6.0,0.0,65.04065040650407,39.97601439136518,0.0,0.0,0.0,21.388849279908744
50400,Lejanías,-,8,8,1,5,6,14.0,0.0,208.98641588296763,139.44570332926617,56.91519635742743,136.31406761177755,110.59907834101382,125.4255509765275
50325,Mapiripán,1,11,12,-,11,11,23.0,61.80469715698393,488.6717014660151,310.15766347893515,0.0,653.206650831354,334.6516580468512,321.4086081609838
50330,Mesetas,-,6,6,-,3,3,9.0,0.0,163.26530612244898,109.5690284879474,0.0,92.44992295839754,60.557125555106985,86.2895493767977
50450,Puerto Concordia,-,5,5,-,2,2,7.0,0.0,175.0700280112045,109.02747492368076,0.0,82.50825082508251,50.21340697966357,81.68981211343214
50568,Puerto Gaitán,-,17,17,-,4,4,21.0,0.0,120.61870299418193,73.07427785419533,0.0,34.96809161640004,19.664716582272256,48.159614723082214
50577,Puerto Lleras,3,5,8,-,7,7,15.0,158.64621893178213,136.09145345672292,143.75561545372867,0.0,226.9779507133593,146.16830235957403,144.8715472281244
50573,Puerto López,2,31,33,7,27,34,67.0,37.13330857779428,309.7212508742132,214.3553101656382,141.07214832728738,271.22049221496735,227.92786753368642,221.0345737661652
50590,Puerto Rico,-,1,1,-,-,-,1.0,0.0,20.855057351407716,14.306151645207441,0.0,0.0,0.0,7.767593599502874
50606,Restrepo,1,19,20,1,7,8,28.0,35.79098067287043,289.0613114255287,213.51553325504432,37.878787878787875,105.24733122838671,86.10483263373156,150.0696752063458
50680,San Carlos de Guaroa,-,20,20,-,7,7,27.0,0.0,456.7252797442339,296.7359050445104,0.0,180.9253036960455,114.09942950285249,209.70873786407768
50683,San Juan de Arama,1,9,10,2,1,3,13.0,72.67441860465117,272.64465313541353,213.81227282446014,151.285930408472,34.89183531053733,71.63323782234957,146.64410603496898
50223,San Luis de Cubarral,-,2,2,-,1,1,3.0,0.0,80.28904054596548,55.88153115395362,0.0,40.19292604501608,28.661507595299515,42.444821731748725
50689,San Martín,2,6,8,2,8,10,18.0,46.959380136182205,67.68953068592057,60.96167034976758,47.85833931562575,86.98488637599218,74.76076555023923,67.92709158836182
50370,Uribe,-,2,2,-,-,-,2.0,0.0,57.29017473503294,37.572797294758594,0.0,0.0,0.0,21.092596498628982
50001,Villavicencio,71,685,756,40,353,393,1149.0,90.88930706504347,358.33856455325383,280.7517909067614,54.734537493158186,173.9387518785878,142.37840775292094,210.70892826360438
50711,Vistahermosa,1,9,10,-,3,3,13.0,34.50655624568668,150.40106951871658,112.58725512272011,0.0,58.58230814294083,37.93626707132018,77.42703990470518
52,Nariño,73,931,1004,39,369,408,1412.0,31.17047259560368,165.85106894665867,126.2031090714141,17.40931532287584,60.687994631826164,49.035750427260034,86.75408840929744
52019,Albán,-,-,-,-,1,1,1.0,0.0,0.0,0.0,0.0,27.870680044593087,21.570319240724764,10.729613733905579
52022,Aldana,1,2,3,-,2,2,5.0,101.31712259371835,78.70916961826052,85.03401360544217,0.0,66.97923643670462,52.178450300026086,67.92555359326178
52036,Ancuyá,-,1,1,-,-,-,1.0,0.0,28.76042565429968,22.77385561375541,0.0,0.0,0.0,11.62385214460072
52079,Barbacoas,-,2,2,-,1,1,3.0,0.0,12.19809709685289,6.970584134950509,0.0,6.199243692269544,3.592728317884602,5.307292219509606
52110,Buesaco,-,6,6,-,4,4,10.0,0.0,68.43065693430657,50.4965494024575,0.0,43.7780453102769,33.25573661456601,41.82350480970305
52240,Chachagüí,1,13,14,-,5,5,19.0,49.28536224741252,233.35128343205886,184.21052631578948,0.0,85.8074480864939,64.90977541217707,124.15866170032021
52207,Consacá,-,-,-,-,2,2,2.0,0.0,0.0,0.0,0.0,35.829451809387315,28.640985249892594,14.558159848595137
52210,Contadero,-,2,2,-,-,-,2.0,0.0,77.39938080495357,56.069526212503504,0.0,0.0,0.0,27.63957987838585
52215,Córdoba,-,6,6,1,1,2,8.0,0.0,113.89521640091115,80.58017727639,46.75081813931744,16.972165648336727,24.903498941601296,51.689603928409895
52224,Cuaspúd,-,3,3,-,-,-,3.0,0.0,93.34163036714375,66.63705019991116,0.0,0.0,0.0,32.615786040443574
52227,Cumbal,-,3,3,-,2,2,5.0,0.0,23.479690068091102,16.638012312129113,0.0,14.451911265264831,10.52520787285549,13.501471660410985
52250,El Charco,-,1,1,-,-,-,1.0,0.0,15.593326056447841,8.795848359574281,0.0,0.0,0.0,4.434589800443459
52254,El Peñol,-,1,1,-,1,1,2.0,0.0,33.70407819346141,26.695141484249866,0.0,34.305317324185246,27.056277056277057,26.874496103198062
52256,El Rosario,-,2,2,-,-,-,2.0,0.0,43.35573379579449,32.8515111695138,0.0,0.0,0.0,16.5809981760902
52258,El Tablón de Gómez,-,2,2,-,1,1,3.0,0.0,36.90036900369004,27.77777777777778,0.0,18.758206715438003,14.162299957513099,21.03639295982049
