CASOS Y TASAS X 100.00 HABITANTES",PRESUNTO DELITO SEXUAL (CASOS),PRESUNTO DELITO SEXUAL (CASOS).1,PRESUNTO DELITO SEXUAL (CASOS).2,PRESUNTO DELITO SEXUAL (CASOS).3,PRESUNTO DELITO SEXUAL (CASOS).4,PRESUNTO DELITO SEXUAL (CASOS).5,PRESUNTO DELITO SEXUAL (CASOS).6,PRESUNTO DELITO SEXUAL (CASOS).7,PRESUNTO DELITO SEXUAL (CASOS).8,PRESUNTO DELITO SEXUAL (TASAS),PRESUNTO DELITO SEXUAL (TASAS).1,PRESUNTO DELITO SEXUAL (TASAS).2,PRESUNTO DELITO SEXUAL (TASAS).3,PRESUNTO DELITO SEXUAL (TASAS).4,PRESUNTO DELITO SEXUAL (TASAS).5,PRESUNTO DELITO SEXUAL (TASAS).6,PRESUNTO DELITO SEXUAL (TASAS).7,PRESUNTO DELITO SEXUAL (TASAS).8
CÓDIGOS,SEXO,Hombre,Hombre,Hombre,HOMBRE,Mujer,Mujer,Mujer,MUJER,TOTAL,Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),HOMBRE (TASA X 100.000 HAB.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),MUJER (TASA X 100.000 HAB.),TOTAL
N°,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,(TASA X 100.000 HAB.)
17380,La Dorada,7,2,-,9,40,7,-,47,56,68.95872327849473,7.695859627520394,-,24.903843493179114,398.28736433336655,24.58469427176624,-,122.0272094713885,75.01172058134084
17388,La Merced,1,-,-,1,3,1,-,4,5,138.12154696132595,0,-,33.211557622052474,442.4778761061947,44.58314757021846,-,136.93940431359124,84.28860418071477
17001,Manizales,38,5,-,43,155,48,-,203,246,81.9265679235927,3.019615421779882,-,20.28617662183264,342.49602262683396,24.889681671342125,-,85.25578836405482,54.65767851508863
17433,Manzanares,-,-,-,-,2,-,-,2,2,0,0,-,0,85.21516829995738,0,-,22.431583669807086,11.144544745347153
17442,Marmato,-,-,-,-,1,1,-,2,2,0,0,-,0,71.3775874375446,31.826861871419474,-,44.02377283733216,21.62863631448037
17444,Marquetalia,1,-,-,1,5,1,-,6,7,49.92511233150275,0,-,14.62629808395495,263.71308016877634,20.521239482864765,-,88.63938543359433,51.447890636483905
17486,Neira,3,1,-,4,11,1,-,12,16,102.28435049437435,12.951690195570523,-,37.54458419373005,422.42703533026116,12.442453651860149,-,112.77135607555681,75.13500821789152
17495,Norcasia,-,-,-,-,2,-,-,2,2,0,0,-,0,216.91973969631238,0,-,64.30868167202573,32.35722375020223
17513,Pácora,-,-,-,-,3,1,-,4,4,0,0,-,0,175.43859649122808,16.764459346186086,-,52.1172638436482,25.881591717890654
17524,Palestina,-,-,-,-,1,-,-,1,1,0,0,-,0,48.63813229571984,0,-,12.768130745658835,6.323110970597534
17541,Pensilvania,-,-,-,-,2,-,-,2,2,0,0,-,0,74.01924500370096,0,-,20.22858298776171,10.03814495081309
17614,Riosucio,1,-,-,1,17,2,-,19,20,13.83700013837,0,-,3.853416053331278,249.30341692330254,10.18278091746856,-,71.80650037792896,38.15992825933487
17616,Risaralda,1,1,-,2,3,-,-,3,5,69.73500697350069,24.177949709864603,-,35.90664272890485,236.03461841070023,0,-,58.950677932796225,46.908715639365795
17653,Salamina,3,-,-,3,14,1,-,15,18,126.58227848101266,0,-,30.61536891519543,644.2705936493327,13.180440226703572,-,153.68852459016392,92.02924484891867
17662,Samaná,2,1,-,3,9,-,-,9,12,64.80881399870383,13.997760358342665,-,29.325513196480937,311.7422930377554,0,-,90.83568833266048,59.58883702453074
17777,Supía,1,-,-,1,14,1,-,15,16,23.872045834328002,0,-,6.888475580354067,366.78019386953105,8.86053517632465,-,99.31801628815468,54.017555705604316
17867,Victoria,-,-,-,-,4,2,-,6,6,0,0,-,0,268.6366689053056,52.60389268805891,-,113.4001134001134,57.47126436781609
17873,Villamaría,5,1,-,6,22,2,-,24,30,60.024009603841534,4.095339503644852,-,18.32172957127153,281.87059577194105,7.281465030764189,-,68.04264005443412,44.10467509556013
17877,Viterbo,-,-,-,-,2,-,-,2,2,0,0,-,0,135.40961408259986,0,-,29.325513196480937,15.42852734706472
18,Caquetá,30,3,-,33,269,61,-,330,363,39.94992942179135,2.2392070221532214,-,15.784187114363611,376.4027649511656,45.419008972115705,-,160.37245287236783,87.50340491899306
18094,Belén de los Andaquíes,-,-,-,-,3,1,-,4,4,0,0,-,0,147.42014742014743,27.307482250136534,-,70.212392487274,35.4076303443392
18150,Cartagena del Chairá,2,-,-,2,17,1,-,18,20,30.50640634533252,0,-,12.492972702854644,267.0856245090338,10.981770261366133,-,116.34671320535195,63.53240152477764
18205,Curillo,-,-,-,-,4,1,-,5,5,0,0,-,0,259.40337224383916,41.54549231408392,-,126.61433274246643,63.661828367710726
18247,El Doncello,2,-,-,2,7,1,-,8,10,58.156440825821456,0,-,20.885547201336674,216.71826625386998,14.97454327643007,-,80.74283407347598,51.324163416136315
18256,El Paujíl,1,-,-,1,5,1,-,6,7,28.17695125387433,0,-,10.51635292880429,150.78407720144753,17.14089818306479,-,65.57377049180327,37.51540811404684
18001,Florencia,17,2,-,19,155,38,-,193,212,61.52287203242617,3.399915002124947,-,21.97624252518593,590.9264201296226,61.14042991375981,-,218.3702563870471,121.2544112011622
18410,La Montañita,-,-,-,-,6,-,-,6,6,0,0,-,0,213.52313167259788,0,-,84.4475721323012,40.42037186742118
18460,Milán,2,-,-,2,8,2,-,10,12,88.14455707360071,0,-,38.565368299267256,366.46816307833257,74.4047619047619,-,205.29665366454526,119.31987670279406
18479,Morelia,-,-,-,-,1,-,-,1,1,0,0,-,0,147.27540500736376,0,-,52.93806246691371,26.413100898045432
18592,Puerto Rico,4,-,-,4,16,5,-,21,25,78.98894154818325,0,-,29.85520226899537,326.93093583980385,60.51803437424352,-,159.6229857099422,94.14777434661444
18610,San José del Fragua,-,-,-,-,3,1,-,4,4,0,0,-,0,117.1875,25.106703489831784,-,61.13403637475164,30.218327415577548
18753,San Vicente del Caguán,2,1,-,3,31,9,-,40,43,18.883958077613066,5.89066918001885,-,10.882576994232235,309.4121169777423,57.829467326350965,-,156.3599405832226,80.90462661574065
18756,Solano,-,-,-,-,8,1,-,9,9,0,0,-,0,338.26638477801265,34.1646737273659,-,170.06802721088434,77.41935483870968
18785,Solita,-,-,-,-,5,-,-,5,5,0,0,-,0,410.17227235438884,0,-,157.72870662460568,77.97878976918278
85,Casanare,41,6,-,47,300,64,-,364,411,56.69796578761772,4.034969737726967,-,21.26571740123884,432.1956982121505,43.00728435878827,-,166.80032076984764,93.57113910909348
85010,Aguazul,8,-,-,8,35,8,-,43,51,129.49174490126256,0,-,41.70794014910589,606.9013351829374,59.64807634953773,-,224.20355597267843,132.95099061522419
85015,Chámeza,1,-,-,1,1,1,-,2,3,215.98272138228944,0,-,72.3589001447178,251.25628140703517,113.76564277588167,-,156.61707126076743,112.82437006393381
85125,Hato Corozal,-,-,-,-,8,-,-,8,8,0,0,-,0,335.14872224549646,0,-,136.77551718242435,65.47180620345364
85139,Maní,1,-,-,1,12,1,-,13,14,32.89473684210526,0,-,10.862480990658266,436.52237177155325,17.639795378373613,-,154.43098123069612,79.43713118474807
85162,Monterrey,3,-,-,3,12,2,-,14,17,106.19469026548673,0,-,33.277870216306155,427.5026718916993,31.481189988981583,-,152.83842794759826,93.53507565337001
85225,Nunchía,-,-,-,-,2,2,-,4,4,0,0,-,0,144.7178002894356,74.54342154304882,-,98.40098400984009,45.49073126350506
85230,Orocué,-,-,-,-,4,2,-,6,6,0,0,-,0,161.48566814695195,53.46164127238706,-,96.4940495336121,46.992481203007515
85250,Paz de Ariporo,3,1,-,4,54,6,-,60,64,44.04639553663192,8.128098837681865,-,20.927069163963587,826.3198163733741,49.82974835977079,-,322.99741602067184,169.8063146723269
85263,Pore,-,-,-,-,4,1,-,5,5,0,0,-,0,188.85741265344666,26.178010471204193,-,84.20343550016841,41.084634346754314
85300,Sabanalarga,2,-,-,2,2,1,-,3,5,359.71223021582733,0,-,109.11074740861974,424.6284501061571,77.04160246533128,-,169.58733747880157,138.811771238201
85315,Sácama,-,-,-,-,1,-,-,1,1,0,0,-,0,269.54177897574124,0,-,97.94319294809011,48.12319538017324
85325,San Luis de Palenque,-,-,-,-,1,1,-,2,2,0,0,-,0,69.73500697350069,37.65060240963856,-,48.89975550122249,23.744509082274725
85410,Tauramena,3,-,-,3,19,1,-,20,23,68.80733944954129,0,-,23.371766905578063,457.1703561116458,11.879306248515087,-,159.0583744234134,90.51554506099961
85430,Trinidad,-,-,-,-,4,-,-,4,4,0,0,-,0,167.01461377870564,0,-,59.64807634953773,29.47027186325794
85440,Villanueva,2,-,-,2,10,-,-,10,12,33.45040976751965,0,-,10.83364931477168,176.27357659086903,0,-,55.383252104563574,32.861407015910395
85001,Yopal,18,5,-,23,131,38,-,169,192,66.27881287281832,8.138815639548133,-,25.961712118475706,491.57566888063343,59.26942633434195,-,186.19922214999502,107.0502634440077
19,Cauca,24,6,-,30,257,100,-,357,387,10.722423267658492,1.1548344256142276,-,4.035593938537905,119.52265349592135,18.327202883968646,-,46.93298836929557,25.730630220924386
19050,Argelia,-,-,-,-,1,-,-,1,1,0,0,-,0,25.806451612903228,0,-,7.849293563579278,3.7313432835820897
19075,Balboa,-,-,-,-,4,-,-,4,4,0,0,-,0,134.04825737265415,0,-,37.0919881305638,18.511662347278786
19100,Bolívar,-,-,-,-,4,3,-,7,7,0,0,-,0,91.32420091324201,21.375133594584966,-,38.01248981808308,18.772292096865026
19110,Buenos Aires,-,-,-,-,5,2,-,7,7,0,0,-,0,98.09691975671964,17.92757260666906,-,43.06897188211407,21.66444863978212
19130,Cajibío,-,-,-,-,10,4,-,14,14,0,0,-,0,158.5037248375337,26.988732204304704,-,66.25650733554188,32.42016534284325
19137,Caldono,-,-,-,-,3,1,-,4,4,0,0,-,0,38.809831824062094,7.704753833115032,-,19.31527355256169,9.498480243161094
19142,Caloto,-,-,-,-,4,1,-,5,5,0,0,-,0,89.58566629339306,9.218289085545722,-,32.65199503689676,16.416587319827954
19212,Corinto,-,-,-,-,3,-,-,3,3,0,0,-,0,82.87292817679558,0,-,23.496240601503757,11.69909916936396
19256,El Tambo,-,-,-,-,6,1,-,7,7,0,0,-,0,83.99832003359933,5.178127589063794,-,26.46002646002646,12.915605741909296
19290,Florencia,-,-,-,-,3,3,-,6,6,0,0,-,0,459.41807044410416,152.9831718510964,-,229.53328232593728,112.23344556677891
19300,Guachené,-,-,-,-,2,2,-,4,4,0,0,-,0,69.49270326615705,25.192089683839278,-,36.978829620042525,19.821605550049554
19318,Guapí,-,-,-,-,5,-,-,5,5,0,0,-,0,92.93680297397769,0,-,35.518931590537754,17.91023390765483
19355,Inzá,-,-,-,-,2,2,-,4,4,0,0,-,0,37.46019853905226,21.353833013025838,-,27.201632097925877,13.4766348842694
19364,Jambaló,-,-,-,-,1,-,-,1,1,0,0,-,0,29.163021289005545,0,-,10.708931248661383,5.3418803418803416
19392,La Sierra,-,-,-,-,-,1,-,1,1,0,0,-,0,0,25.614754098360656,-,19.007793195210038,9.31098696461825
19397,La Vega,-,-,-,-,2,-,-,2,2,0,0,-,0,61.91950464396285,0,-,16.350555918901243,8.05185393936954
19418,López de Micay,-,-,-,-,1,-,-,1,1,0,0,-,0,25.233409033560434,0,-,10.604453870625662,5.239442523315519
19450,Mercaderes,1,-,-,1,3,-,-,3,4,32.88391976323578,0,-,8.533879501621438,106.60980810234541,0,-,25.94258042199931,17.18065458293961
19455,Miranda,1,-,-,1,6,-,-,6,7,22.527596305474205,0,-,6.3331222292590255,137.9944802207912,0,-,36.24501631025734,21.642344793470194
19473,Morales,-,-,-,-,3,1,-,4,4,0,0,-,0,44.0852314474651,7.568303943086355,-,19.98201618543311,9.898050084133425
19513,Padilla,-,-,-,-,-,1,-,1,1,0,0,-,0,0,25.195263290501387,-,18.789928598271327,9.928514694201747
19517,Páez,-,-,-,-,6,1,-,7,7,0,0,-,0,62.66318537859008,7.389344565137073,-,30.292539380301196,14.854426619132502
19532,Patía,-,-,-,-,12,5,-,17,17,0,0,-,0,232.15322112594313,34.9870547897278,-,87.35868448098664,44.98187495038764
19548,Piendamó,1,-,-,1,4,2,-,6,7,16.761649346295677,0,-,4.797083373309028,68.84681583476765,12.884107453456162,-,28.12543945999156,16.595936366438277
19001,Popayán,16,2,-,18,107,46,-,153,171,40.909207128429344,1.6883193624906088,-,11.42334932602239,286.1651199486507,34.54075809455157,-,89.70082137810948,52.11206226629568
19573,Puerto Tejada,-,-,-,-,10,7,-,17,17,0,0,-,0,174.21602787456445,41.486398387957095,-,75.1779949586521,40.35512510088781
19585,Puracé,-,-,-,-,2,1,-,3,3,0,0,-,0,72.67441860465117,16.278691193228063,-,33.72681281618887,16.940538709130948
19622,Rosas,1,-,-,1,1,1,-,2,3,73.09941520467837,0,-,16.826518593303046,76.62835249042146,22.815423226100844,-,35.16174402250352,25.793139025019347
19698,Santander de Quilichao,2,3,-,5,21,8,-,29,34,12.12268153715602,7.689547341979802,-,9.007061536244416,135.9487279083317,18.619373458083135,-,49.646482803485526,29.844195742813252
19743,Silvia,2,1,-,3,5,1,-,6,9,30.945381401825774,7.951653944020356,-,15.757130101370871,80,7.642338555598013,-,31.03180760279286,23.45337989263564
19760,Sotara,-,-,-,-,1,-,-,1,1,0,0,-,0,53.79236148466917,0,-,13.865779256794234,6.980315510261065
19780,Suárez,-,-,-,-,3,1,-,4,4,0,0,-,0,57.31753916698509,9.09338910611985,-,24.644199371572913,12.19809709685289
19785,Sucre,-,-,-,-,1,-,-,1,1,0,0,-,0,88.02816901408451,0,-,20.833333333333336,10.258514567090685
19807,Timbío,-,-,-,-,8,4,-,12,12,0,0,-,0,177.06949977866313,28.65740077374982,-,64.94912318683697,32.80122457905095
19821,Toribío,-,-,-,-,3,-,-,3,3,0,0,-,0,48.13091609176961,0,-,16.345210853220006,8.109423149699952
19824,Totoró,-,-,-,-,3,-,-,3,3,0,0,-,0,67.5371454299865,0,-,23.23060244695679,11.618450098756826
19845,Villa Rica,-,-,-,-,2,1,-,3,3,0,0,-,0,65.83278472679395,11.750881316098708,-,25.978524419812956,13.952190493907542
20,Cesar,45,7,-,52,351,90,-,441,493,19.16834922176502,1.673496124661117,-,7.96266124389019,155.60648848024329,20.277166333595435,-,65.87812099465506,37.27884119516116
20011,Aguachica,2,-,-,2,22,5,-,27,29,9.978546125829467,0,-,3.3933388757868306,113.61288989878125,11.672152578378505,-,43.40766225623383,23.939243850090804
20013,Agustín Codazzi,4,-,-,4,31,9,-,40,44,33.947212085207504,0,-,12.089705615668258,269.35441828134503,42.00896191187453,-,121.45871921780585,66.64748027083112
20032,Astrea,1,-,-,1,7,-,-,7,8,23.57934449422306,0,-,9.100837277029486,175.43859649122808,0,-,66.59689848729901,37.21103307130564
20060,Bosconia,4,-,-,4,20,4,-,24,28,47.749791094663955,0,-,18.005041411595247,249.93751562109472,28.53677677106371,-,108.99677551205777,63.298293206736744
20175,Chimichagua,-,-,-,-,-,1,-,1,1,0,0,-,0,0,8.774238834781084,-,5.395198273536552,2.7040181710021094
20178,Chiriguaná,1,-,-,1,21,8,-,29,30,17.686593562079942,0,-,6.675121820973233,386.5267807840972,81.35041692088673,-,189.95218445012117,99.1801110817244
20228,Curumaní,2,-,-,2,9,5,-,14,16,26.74511901577962,0,-,9.953219866626855,126.40449438202246,37.65910973864578,-,68.63754473697112,39.514953940381815
20238,El Copey,-,-,-,-,5,1,-,6,6,0,0,-,0,85.71918395336877,9.695559433779328,-,37.15860531368056,18.571826539140122
20250,El Paso,-,-,-,-,6,3,-,9,9,0,0,-,0,72.75372862859221,23.494400501213878,-,42.82451465550057,21.57497303128371
20295,Gamarra,1,-,-,1,1,-,-,1,2,40.0962309542903,0,-,12.371644191513052,38.85003885003885,0,-,12.328936012822092,12.350253180190194
20383,La Gloria,-,-,-,-,2,1,-,3,3,0,0,-,0,64.70397929472664,16.534391534391535,-,32.826348615822305,15.931177314003504
20400,La Jagua de Ibirico,-,-,-,-,6,1,-,7,7,0,0,-,0,61.703002879473466,6.073120369245719,-,26.72775868652157,13.457656445256175
20621,La Paz,-,-,-,-,12,3,-,15,15,0,0,-,0,224.3409983174425,30.73770491803279,-,99.27857568336754,49.63928784168377
20443,Manaure Balcón del Cesar,-,-,-,-,9,1,-,10,10,0,0,-,0,488.8647474198805,27.59381898454746,-,182.9826166514181,90.41591320072332
20517,Pailitas,-,-,-,-,2,-,-,2,2,0,0,-,0,58.66823115283074,0,-,19.470404984423677,9.943323058566172
20550,Pelaya,-,-,-,-,3,-,-,3,3,0,0,-,0,76.92307692307692,0,-,26.492405510420348,13.184495033840204
20570,Pueblo Bello,-,-,-,-,3,3,-,6,6,0,0,-,0,41.870202372644805,38.905459732849174,-,40.33342296316214,19.964064683569575
20614,Río de Oro,-,-,-,-,2,-,-,2,2,0,0,-,0,76.07455306200076,0,-,22.286605749944286,11.011396795683533
20710,San Alberto,-,-,-,-,5,-,-,5,5,0,0,-,0,102.56410256410257,0,-,34.27004797806717,17.211703958691913
20750,San Diego,-,-,-,-,2,-,-,2,2,0,0,-,0,56.17977528089888,0,-,19.179133103183734,9.57166786312515
20770,San Martín,-,-,-,-,1,1,-,2,2,0,0,-,0,20,10.583130489998942,-,13.84178835905599,6.810365376102427
20787,Tamalameque,-,-,-,-,3,-,-,3,3,0,0,-,0,97.24473257698541,0,-,35.782442748091604,18.15431164901664
20001,Valledupar,30,7,-,37,179,44,-,223,260,32.69220290960606,4.040287437591989,-,13.961210474681158,204.89926739926742,22.94606631413165,-,79.89566986965899,47.78234773052226
27,Chocó,7,3,-,10,92,29,-,121,131,6.459173410351287,1.8463015502778684,-,3.6919441778040314,88.15638175546187,16.666187753225483,-,43.46810841880265,23.85179116027129
27006,Acandí,-,-,-,-,2,2,-,4,4,0,0,-,0,81.16883116883118,42.40882103477523,-,55.71030640668524,28.022978842650975
27025,Alto Baudó,-,-,-,-,4,-,-,4,4,0,0,-,0,66.44518272425249,0,-,27.899839575922442,14.021312394840157
27050,Atrato,1,-,-,1,1,2,-,3,4,82.03445447087778,0,-,31.625553447185325,101.83299389002036,94.56264775413712,-,96.86793671294801,63.907972519571814
27073,Bagadó,-,-,-,-,1,1,-,2,2,0,0,-,0,37.5234521575985,32.81916639317361,-,35.0140056022409,17.613386173491854
27075,Bahía Solano,-,1,-,1,-,-,-,-,1,0,30.469226081657528,-,19.05850962454736,0,0,-,0,9.650646593321753
27077,Bajo Baudó,-,-,-,-,2,-,-,2,2,0,0,-,0,30.298439630359038,0,-,13.089861901956933,6.510628601191446
27099,Bojayá,-,-,-,-,1,-,-,1,1,0,0,-,0,34.97726477789437,0,-,16.385384237260364,8.04634695848085
27205,Condoto,-,-,-,-,6,-,-,6,6,0,0,-,0,275.9889604415824,0,-,91.25475285171103,48.1270554263255
27245,El Carmen de Atrato,-,-,-,-,3,1,-,4,4,0,0,-,0,218.49963583394026,35.62522265764161,-,95.69377990430623,48.32085044696787
27250,El Litoral del San Juan,-,-,-,-,1,-,-,1,1,0,0,-,0,19.825535289452816,0,-,8.797395970792646,4.332755632582322
27361,Istmina,-,-,-,-,1,1,-,2,2,0,0,-,0,17.812611328820804,9.571209800918837,-,12.451749470800648,6.440186765416198
27372,Juradó,-,-,-,-,1,-,-,1,1,0,0,-,0,67.02412868632707,0,-,29.7000297000297,14.496955639315743
27413,Lloró,-,-,-,-,1,1,-,2,2,0,0,-,0,39.108330074305826,41.459369817578775,-,40.24954719259408,20.014009806864806
27425,Medio Atrato,-,-,-,-,1,1,-,2,2,0,0,-,0,55.463117027176935,28.473804100227788,-,37.62935089369709,18.14717357771527
27430,Medio Baudó,-,-,-,-,-,1,-,1,1,0,0,-,0,0,21.533161068044787,-,12.725884448969204,6.3239107063808255
27001,Quibdó,4,1,-,5,57,15,-,72,77,16.633399866932802,2.7207922947162215,-,8.223413703496597,236.17153511497824,31.94956229099661,-,101.28861628495864,58.383755667773684
27580,Río Iró,-,-,-,-,-,1,-,1,1,0,0,-,0,0,56.85048322910745,-,34.904013961605585,17.7367860943597
27615,Riosucio,1,-,-,1,1,-,-,1,2,10.509721492380452,0,-,3.329227286346839,11.388224575788636,0,-,3.89817955015008,3.5913090321422154
27787,Tadó,1,-,-,1,6,2,-,8,9,29.42041776993233,0,-,11.884953648680769,178.2001782001782,31.862354628007008,-,82.9531314807134,49.839406357293164
27800,Unguía,-,1,-,1,2,-,-,2,3,0,24.795437639474336,-,14.98576352465158,82.74720728175424,0,-,31.984647369262753,23.209036051369335
27810,Unión Panamericana,-,-,-,-,1,1,-,2,2,0,0,-,0,86.35578583765111,40.96681687832856,-,55.57099194220616,28.409090909090907
23,Córdoba,47,11,-,58,487,76,-,563,621,15.728005889636249,1.780131147116511,-,6.3266147593377555,170.53791229378746,11.842673202991211,-,60.71298395149863,33.67540166457348
23068,Ayapel,-,-,-,-,2,-,-,2,2,0,0,-,0,23.70791844476055,0,-,8.528420962858727,4.198769760460186
23079,Buenavista,-,-,-,-,1,-,-,1,1,0,0,-,0,27.654867256637168,0,-,9.404683532399135,4.624063627115509
23090,Canalete,-,-,-,-,3,1,-,4,4,0,0,-,0,111.64867882396724,20.132876988121605,-,52.260256075254766,25.701985478378205
23162,Cereté,4,-,-,4,21,3,-,24,28,25.933609958506224,0,-,7.486570963334519,140.4306540056172,7.332095023951511,-,42.956864148917134,25.61780071180889
23168,Chimá,-,-,-,-,1,-,-,1,1,0,0,-,0,40.20908725371934,0,-,11.366219595362583,5.539859287574095
23182,Chinú,3,-,-,3,15,2,-,17,20,43.4593654932638,0,-,12.02260249268625,226.8602540834846,11.410965938266674,-,70.42545258709971,40.73983541106494
23189,Ciénaga de Oro,-,1,-,1,6,2,-,8,9,0,4.650730164635848,-,3.249601923764339,67.92709158836182,9.341429238673516,-,26.452402208775585,14.750229448013636
23300,Cotorra,-,-,-,-,3,-,-,3,3,0,0,-,0,114.24219345011426,0,-,30.459945172098692,15.219155844155845
23350,La Apartada,-,-,-,-,13,3,-,16,16,0,0,-,0,520.2080832332933,58.36575875486381,-,209.4514988872889,104.28888019814886
23417,Lorica,3,1,-,4,27,2,-,29,33,17.035775127768314,2.535432671585406,-,7.01127061751766,157.0589261823047,4.743607988235852,-,48.860209256482406,28.34954125287791
23419,Los Córdobas,-,-,-,-,9,1,-,10,10,0,0,-,0,271.5751357875679,16,-,104.55876202425765,51.34524543027316
23464,Momil,-,-,-,-,2,-,-,2,2,0,0,-,0,66.71114076050699,0,-,19.650225977598744,9.859502095144196
23466,Montelíbano,2,1,-,3,41,10,-,51,54,12.973533990659055,3.7085110328203226,-,7.078643731860976,274.8173470071721,34.12619868272873,-,115.32721269956131,62.353498146715474
23001,Montería,15,2,-,17,203,38,-,241,258,19.79152922549149,1.1647341785421021,-,6.868603612885501,279.2258703456624,20.06823198876179,-,91.96542710499705,50.63211646171781
23500,Moñitos,-,-,-,-,12,-,-,12,12,0,0,-,0,230.59185242121444,0,-,78.87472065203102,38.914291273470184
23555,Planeta Rica,3,-,-,3,12,2,-,14,17,28.647822765469826,0,-,9.34783286074845,119.9040767386091,8.619203585588693,-,42.15343851619897,26.031697419799404
23570,Pueblo Nuevo,-,1,-,1,6,-,-,6,7,0,7.989773090444231,-,5.369127516778524,101.8157135584592,0,-,33.04146704113663,19.030013049151805
23574,Puerto Escondido,-,-,-,-,7,1,-,8,8,0,0,-,0,173.01038062283737,12.725884448969204,-,67.20430107526882,32.56268316509281
23580,Puerto Libertador,-,-,-,-,4,1,-,5,5,0,0,-,0,48.44961240310077,7.664597225415804,-,23.470872647045017,11.379930354826229
23586,Purísima de la Concepción,-,-,-,-,3,-,-,3,3,0,0,-,0,114.15525114155251,0,-,34.230944774075766,16.919519485646607
23660,Sahagún,8,-,-,8,50,2,-,52,60,48.82216526302942,0,-,14.519846815616095,316.49575895683,4.970178926441352,-,92.79417538099148,53.988392495613446
23670,San Andrés de Sotavento,1,-,-,1,12,2,-,14,15,11.127183709803049,0,-,3.9720368605020657,139.48622573520865,13.647219379051519,-,60.19434173187721,30.969979766279884
23672,San Antero,-,1,-,1,3,-,-,3,4,0,8.777319406653207,-,5.720496539099594,52.43838489774515,0,-,16.80954782316356,11.322463768115941
23675,San Bernardo del Viento,2,-,-,2,8,1,-,9,11,31.367628607277286,0,-,10.679767181075453,134.25071320691393,7.87897888433659,-,48.254785266205566,29.42907592701589
23678,San Carlos,-,-,-,-,5,2,-,7,7,0,0,-,0,117.6470588235294,21.579628830384117,-,51.78280810770825,25.370591859664387
23682,San José de Uré,1,-,-,1,1,-,-,1,2,33.79520108144643,0,-,13.732491073880801,36.496350364963504,0,-,15.042117930204574,14.357501794687725
23686,San Pelayo,4,1,-,5,5,2,-,7,12,52.798310454065465,5.151452709664126,-,18.52675263079887,71.32667617689016,10.293890575943179,-,26.476039184537992,22.460553652647537
23807,Tierralta,-,-,-,-,3,1,-,4,4,0,0,-,0,16.11516974645466,3.4528002209792144,-,8.407247046954474,4.167838871349234
23815,Tuchín,1,1,-,2,7,-,-,7,9,8.45809016324114,5.94990182661986,-,6.985679357317499,63.71165923363976,0,-,26.131103479169777,16.24021076184633
23855,Valencia,-,2,-,2,2,-,-,2,4,0,16.75743611227482,-,10.931948619841487,33.47280334728034,0,-,10.902153175252112,10.91703056768559
25,Cundinamarca,203,18,-,221,1123,272,-,1395,1616,43.36309650959115,1.50203901796689,-,13.26123859968521,251.1298607492749,21.612499016710753,-,81.78412508574142,47.920939938396685
25001,Agua de Dios,1,-,-,1,4,3,-,7,8,70.67137809187278,0,-,16.17599482368166,309.1190108191654,56.21135469364812,-,105.56477152767305,62.43658784047452
25019,Albán,1,-,-,1,5,2,-,7,8,101.52284263959392,0,-,27.10761724044456,547.0459518599562,78.46214201647705,-,202.1368755414381,111.85682326621924
25035,Anapoima,1,-,-,1,7,4,-,11,12,47.05882352941177,0,-,12.08313194780087,338.1642512077295,62.93266205160479,-,130.54830287206266,71.84768291222608
25599,Apulo,1,-,-,1,1,1,-,2,3,79.6812749003984,0,-,21.427040925648168,85.91065292096219,30.646644192460926,-,45.177320984865595,32.98878381350341
25053,Arbeláez,4,-,-,4,2,1,-,3,7,287.5629043853343,0,-,69.24009001211701,145.24328249818447,23.58490566037736,-,53.40929321701976,61.435843426364755
25086,Beltrán,-,-,-,-,1,-,-,1,1,0,0,-,0,387.5968992248062,0,-,107.18113612004286,51.02040816326531
25095,Bituima,-,-,-,-,1,1,-,2,2,0,0,-,0,313.4796238244514,110.13215859030838,-,162.99918500407497,74.90636704119851
25099,Bojacá,-,1,-,1,2,-,-,2,3,0,24.4140625,-,17.310022503029252,120.04801920768307,0,-,34.73428273706148,26.00780234070221
25120,Cabrera,-,-,-,-,1,-,-,1,1,0,0,-,0,123.30456226880395,0,-,43.51610095735422,19.000570017100515
25123,Cachipay,2,-,-,2,7,3,-,10,12,141.643059490085,0,-,35.373187124159884,486.78720445062584,74.33102081268582,-,182.68176835951772,107.83608914450035
25126,Cajicá,10,-,-,10,27,4,-,31,41,75.41478129713424,0,-,21.56566745740781,214.1497461928934,10.610079575596817,-,61.62041822374175,42.40882103477523
