CASOS Y TASAS X 100.00 HABITANTES",PRESUNTO DELITO SEXUAL (CASOS),PRESUNTO DELITO SEXUAL (CASOS).1,PRESUNTO DELITO SEXUAL (CASOS).2,PRESUNTO DELITO SEXUAL (CASOS).3,PRESUNTO DELITO SEXUAL (CASOS).4,PRESUNTO DELITO SEXUAL (CASOS).5,PRESUNTO DELITO SEXUAL (CASOS).6,PRESUNTO DELITO SEXUAL (CASOS).7,PRESUNTO DELITO SEXUAL (CASOS).8,PRESUNTO DELITO SEXUAL (TASAS),PRESUNTO DELITO SEXUAL (TASAS).1,PRESUNTO DELITO SEXUAL (TASAS).2,PRESUNTO DELITO SEXUAL (TASAS).3,PRESUNTO DELITO SEXUAL (TASAS).4,PRESUNTO DELITO SEXUAL (TASAS).5,PRESUNTO DELITO SEXUAL (TASAS).6,PRESUNTO DELITO SEXUAL (TASAS).7,PRESUNTO DELITO SEXUAL (TASAS).8
CÓDIGOS,SEXO,Hombre,Hombre,Hombre,HOMBRE,Mujer,Mujer,Mujer,MUJER,TOTAL,Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),HOMBRE (TASA X 100.000 HAB.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),MUJER (TASA X 100.000 HAB.),TOTAL
N°,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,(TASA X 100.000 HAB.)
68500,Oiba,1,-,-,1,6,-,-,6,7,62.34413965087282,0,-,17.692852087756545,398.6710963455149,0,-,106.25110678236231,61.952385166828925
68522,Palmar,-,-,-,-,1,-,-,1,1,0,0,-,0,564.9717514124294,0,-,143.67816091954023,70.27406886858749
68533,Páramo,1,-,-,1,-,-,-,-,1,127.06480304955528,0,-,39.04724716907458,0,0,-,0,20.308692120227455
68547,Piedecuesta,2,-,-,2,28,2,-,30,32,7.8576199269241345,0,-,2.2265020539481446,116.22115224970945,2.8128999592129507,-,31.514922315716493,17.295427521349044
68572,Puente Nacional,-,-,-,-,4,1,-,5,5,0,0,-,0,221.36137244050911,17.488632388947185,-,66.44518272425249,33.31556503198294
68573,Puerto Parra,2,-,-,2,4,-,-,4,6,137.26835964310226,0,-,48.1811611659841,274.5367192862045,0,-,101.11223458038423,74.01011471567782
68575,Puerto Wilches,4,-,-,4,21,2,-,23,27,63.755180108383804,0,-,22.451728783116298,360.94877964936404,18.263172313030775,-,137.15785079611186,78.06852681798468
68615,Rionegro,2,-,-,2,17,1,-,18,20,46.761748889408466,0,-,13.877324451845686,434.8938347403428,11.061946902654867,-,139.00687311761524,73.0967435400753
68655,Sabana de Torres,1,-,-,1,20,5,-,25,26,16.257519102584943,0,-,5.648760097158673,339.7316120264991,44.03346543372963,-,144.99478018791325,74.40263270854199
68669,San Andrés,1,1,-,2,5,1,-,6,8,83.82229673093043,29.797377830750893,-,43.96570674873599,477.0992366412214,32.32062055591467,-,144.8575567358764,92.04924634679554
68673,San Benito,-,-,-,-,2,1,-,3,3,0,0,-,0,555.5555555555555,97.75171065493646,-,216.91973969631238,99.83361064891847
68679,San Gil,2,-,-,2,22,6,-,28,30,25.4323499491353,0,-,6.903216899074969,286.7570385818561,25.318592286268885,-,89.25725215173732,49.716615292830866
68682,San Joaquín,-,-,-,-,2,-,-,2,2,0,0,-,0,625,0,-,185.70102135561746,89.60573476702508
68684,San José de Miranda,1,-,-,1,3,-,-,3,4,169.7792869269949,0,-,44.50378282153983,552.4861878453038,0,-,143.60938247965532,92.25092250922509
68686,San Miguel,-,-,-,-,1,-,-,1,1,0,0,-,0,296.7359050445104,0,-,85.91065292096219,39.92015968063872
68689,San Vicente de Chucurí,5,-,-,5,20,1,-,21,26,94.66111321469141,0,-,28.239015023155993,415.2823920265781,8.738967054094207,-,129.1592348852943,76.54938907699102
68705,Santa Bárbara,-,-,-,-,1,-,-,1,1,0,0,-,0,323.62459546925567,0,-,88.18342151675485,40.4040404040404
68720,Santa Helena del Opón,-,-,-,-,3,-,-,3,3,0,0,-,0,533.8078291814946,0,-,182.70401948842874,86.98173383589446
68745,Simacota,-,-,-,-,4,2,-,6,6,0,0,-,0,256.08194622279126,61.19951040391676,-,124.22360248447205,58.032691749685654
68755,Socorro,1,1,-,2,5,1,-,6,8,23.685457129322597,8.381527114240214,-,12.381600941001672,117.813383600377,7.347538574577516,-,33.60591464097681,23.524568471197107
68770,Suaita,3,-,-,3,10,2,-,12,15,215.82733812949638,0,-,57.93742757821553,788.0220646178092,52.3149359142035,-,235.6637863315004,146.0564751703992
68773,Sucre,-,-,-,-,4,-,-,4,4,0,0,-,0,434.7826086956522,0,-,114.94252873563218,56.00672080649679
68780,Suratá,-,-,-,-,3,1,-,4,4,0,0,-,0,538.5996409335727,71.42857142857143,-,204.3944813490036,99.23096005953857
68820,Tona,-,-,-,-,1,1,-,2,2,0,0,-,0,88.57395925597875,39.682539682539684,-,54.80953685941354,25.624599615631006
68855,Valle de San José,-,-,-,-,4,2,-,6,6,0,0,-,0,437.636761487965,88.53474988933156,-,189.09549322407815,93.66219169528567
68861,Vélez,-,-,-,-,10,-,-,10,10,0,0,-,0,350.87719298245617,0,-,81.72605426610004,39.218762255863204
68872,Villanueva,-,-,-,-,1,-,-,1,1,0,0,-,0,100.1001001001001,0,-,24.366471734892787,12.391573729863694
68895,Zapatoca,-,-,-,-,4,-,-,4,4,0,0,-,0,306.044376434583,0,-,80.58017727639,41.35649296939619
70,Sucre,32,3,-,35,262,38,-,300,335,20.494953117794743,0.9192979015493234,-,7.254306985690361,175.9215738937756,11.478455241576173,-,62.50195318603706,34.80674980804338
70110,Buenavista,-,-,-,-,3,-,-,3,3,0,0,-,0,164.92578339747115,0,-,53.937432578209275,26.98569758028245
70124,Caimito,-,-,-,-,1,-,-,1,1,0,0,-,0,37.63643206624012,0,-,12.751849018107626,6.153088850603003
70230,Chalán,-,-,-,-,1,-,-,1,1,0,0,-,0,143.67816091954023,0,-,46.10419548178884,21.427040925648168
70204,Coloso,-,-,-,-,1,1,-,2,2,0,0,-,0,76.33587786259542,34.50655624568668,-,47.52851711026616,22.593764121102577
70215,Corozal,4,1,-,5,27,4,-,31,36,38.12428516965307,4.027386226339106,-,14.155483834437462,262.492708535874,15.24680769963789,-,84.88267024451686,50.10926603844494
70221,Coveñas,2,1,-,3,9,3,-,12,15,68.3293474547318,12.138868657441126,-,26.869682042095835,336.4485981308411,50.42864346949067,-,139.14656771799628,75.79968669462832
70233,El Roble,-,-,-,-,3,-,-,3,3,0,0,-,0,172.8110599078341,0,-,58.34305717619603,28.34199338686821
70235,Galeras,2,-,-,2,1,-,-,1,3,48.87585532746823,0,-,16.623722051367302,25.63445270443476,0,-,8.671522719389525,12.731825319356618
70265,Guaranda,-,-,-,-,1,-,-,1,1,0,0,-,0,29.20560747663551,0,-,10.949304719150334,5.30194581411378
70418,Los Palmitos,-,-,-,-,4,1,-,5,5,0,0,-,0,111.01859561476549,12.009126936471718,-,41.911148365465216,20.650064015198446
70429,Majagual,-,-,-,-,1,-,-,1,1,0,0,-,0,15.339776039269827,0,-,5.339028296849974,2.5750630890456816
70473,Morroa,4,-,-,4,5,1,-,6,10,153.19800842589046,0,-,49.769814607440594,205.5921052631579,17.822135091783995,-,74.59903021260725,62.189054726368155
70508,Ovejas,-,-,-,-,11,2,-,13,13,0,0,-,0,320.13969732246795,24.660912453760787,-,112.59310583751947,54.71610758028537
70523,Palmito,1,-,-,1,11,1,-,12,13,35.99712023038157,0,-,12.706480304955527,418.2509505703422,20.977554017201594,-,162.22793024199,85.15097923626121
70670,Sampués,1,-,-,1,9,2,-,11,12,12.084592145015106,0,-,3.996483094876509,110.52437676531991,12.242899118511264,-,44.93647616324196,24.24193450637361
70678,San Benito Abad,1,-,-,1,8,1,-,9,10,19.36108422071636,0,-,6.339546088500064,160.83634901487736,10.5977108944468,-,62.45662734212352,33.1301351709515
70702,San Juan de Betulia,-,-,-,-,4,-,-,4,4,0,0,-,0,202.94266869609334,0,-,56.86664771111742,27.802877597831376
70742,San Luis de Sincé,-,-,-,-,4,1,-,5,5,0,0,-,0,84.8356309650053,8.826904404625298,-,31.164298180004984,15.45929567448907
70708,San Marcos,-,-,-,-,2,-,-,2,2,0,0,-,0,19.29943066679533,0,-,6.485294594506955,3.256692503093858
70713,San Onofre,3,-,-,3,14,1,-,15,18,29.997000299970004,0,-,11.402508551881414,152.8885006006334,6.117704637220115,-,58.816609810610515,34.74031613687685
70717,San Pedro,-,-,-,-,6,1,-,7,7,0,0,-,0,202.83975659229208,14.85001485001485,-,72.22451506397029,35.943517329910144
70820,Santiago de Tolú,1,-,-,1,14,3,-,17,18,16.65833749791771,0,-,5.887547836326171,236.3268062120189,25.68933036478849,-,96.5799340983979,52.042674993494664
70001,Sincelejo,12,1,-,13,112,15,-,127,140,26.40845070422535,1.0142502155281707,-,9.02558405943,256.868950965552,13.583880461851935,-,82.4530764086816,46.970093470486006
70771,Sucre,1,-,-,1,1,-,-,1,2,18.521948508983144,0,-,5.964096141229796,21.353833013025838,0,-,6.909894969596462,6.402253593264829
70823,Tolú Viejo,-,-,-,-,9,1,-,10,10,0,0,-,0,261.5518744551003,12.966804979253112,-,89.66197435667534,44.255620463798905
73,Tolima,128,23,-,151,829,221,-,1050,1201,69.92281177106834,4.775608682471855,-,22.71793799356977,477.38331749733663,43.71303677037799,-,154.58794950126983,89.36690135709705
73024,Alpujarra,-,-,-,-,1,1,-,2,2,0,0,-,0,181.48820326678765,61.91950464396285,-,92.33610341643582,44.742729306487696
73026,Alvarado,-,-,-,-,6,1,-,7,7,0,0,-,0,516.3511187607573,32.09242618741977,-,163.62786348761102,80.10069802036847
73030,Ambalema,1,-,-,1,4,1,-,5,6,113.76564277588167,0,-,29.877502240812667,475.05938242280286,41.84100418410041,-,154.7029702970297,91.19927040583676
73043,Anzoátegui,4,-,-,4,20,6,-,26,30,241.40012070006034,0,-,76.45259938837921,1221.001221001221,189.63337547408344,-,541.4410662224074,298.98345624875424
73055,Armero Guayabal,1,-,-,1,10,2,-,12,13,60.79027355623101,0,-,16.281341582546403,716.8458781362007,44.101433296582144,-,202.3608768971332,107.68721007289597
73067,Ataco,3,-,-,3,11,3,-,14,17,85.05812305075135,0,-,29.80922098569157,320.60623724861557,52.854122621564485,-,153.72790161414298,88.67560377653747
73124,Cajamarca,1,-,-,1,11,-,-,11,12,35.36067892503536,0,-,10.490977759127151,429.35206869633106,0,-,122.74045971881276,64.88590894344111
73148,Carmen de Apicalá,2,1,-,3,14,3,-,17,20,146.6275659824047,25.81977794990963,-,57.28470498376934,1095.4616588419406,75.68113017154388,-,324.30370087752766,190.85790628876802
73152,Casabianca,1,-,-,1,-,-,-,-,1,101.11223458038423,0,-,29.568302779420463,0,0,-,0,15.835312747426762
73168,Chaparral,7,-,-,7,49,22,-,71,78,82.51797713073205,0,-,26.935508696321378,623.0133502860775,129.13829537450104,-,285.12911128067145,153.27477450922598
73200,Coello,-,-,-,-,4,1,-,5,5,0,0,-,0,358.74439461883406,33.16749585406302,-,121.06537530266344,59.916117435590174
73217,Coyaima,-,-,-,-,19,10,-,29,29,0,0,-,0,533.5579893288402,133.47570742124933,-,262.37220664073106,128.58599742828005
73226,Cunday,3,-,-,3,8,1,-,9,12,251.46689019279128,0,-,68.47751654873316,683.1767719897523,35.1741118536757,-,224.2152466367713,142.94222751637878
73236,Dolores,-,1,-,1,5,1,-,6,7,0,32.39390994493035,-,23.52387673488591,476.6444232602479,34.3878954607978,-,151.6300227445034,85.28265107212475
73268,Espinal,6,4,-,10,38,16,-,54,64,66.3129973474801,15.457742396722958,-,28.632784538296352,449.70414201183434,57.458880988292755,-,148.77672470795682,89.8611364625602
73270,Falan,2,-,-,2,4,-,-,4,6,198.21605550049554,0,-,51.94805194805195,386.47342995169083,0,-,112.4543154343548,81.00445524503849
73275,Flandes,1,-,-,1,5,1,-,6,7,25.92016588906169,0,-,7.0846617074034715,140.964195094446,9.05961224859576,-,41.1381556393555,24.390243902439025
73283,Fresno,3,1,-,4,14,8,-,22,26,66.65185514330149,8.667013347200555,-,24.93921067398217,336.3767419509851,72.22172068249526,-,144.36642824332304,83.12551953449709
73319,Guamo,3,1,-,4,18,5,-,23,27,69.18819188191881,8.366100560528738,-,24.556449137454727,438.06278899975666,40.10909674314134,-,138.76319758672702,82.15676728334957
73347,Herveo,-,-,-,-,3,-,-,3,3,0,0,-,0,312.82586027111574,0,-,85.05812305075135,41.4765657403567
73349,Honda,3,-,-,3,16,1,-,17,20,104.27528675703859,0,-,24.892134085628943,588.6681383370125,10.1615689462453,-,135.36109562863285,81.26447523465117
73001,Ibagué,44,8,-,52,249,69,-,318,370,67.32255152470279,4.1356492969396195,-,20.09296862019266,394.89960985821676,31.239671666523297,-,112.00061987764461,68.17461545831766
73352,Icononzo,3,-,-,3,10,3,-,13,16,174.9271137026239,0,-,48.394902403613486,655.307994757536,71.4115686741252,-,226.99493626680635,134.1606573872212
73408,Lérida,2,1,-,3,7,2,-,9,12,81.00445524503849,14.988009592326138,-,32.81916639317361,305.54343081623745,27.63576067431256,-,94.45843828715365,64.27767957576731
73411,Líbano,1,2,-,3,20,6,-,26,29,20.807324178110697,15.271838729383019,-,16.75790414478829,442.18439089100156,43.14374056230675,-,141.07433532284318,79.81944291533635
73449,Melgar,8,2,-,10,43,20,-,63,73,155.52099533437013,14.354410392593124,-,52.419143471195675,887.3297565002063,144.17531718569782,-,336.57442034405386,193.14724169863737
73461,Murillo,-,-,-,-,5,-,-,5,5,0,0,-,0,761.03500761035,0,-,261.3695765812859,120.33694344163659
73483,Natagaima,-,-,-,-,9,2,-,11,11,0,0,-,0,491.53468050245766,36.094567767550984,-,149.21323928377643,74.76381431387209
73504,Ortega,2,-,-,2,29,2,-,31,33,34.85535029627048,0,-,11.2145340361108,543.5801312089972,17.782519783053257,-,186.94970449885417,95.88563458856346
73520,Palocabildo,2,-,-,2,5,-,-,5,7,131.4060446780552,0,-,39.308176100628934,325.3090435914118,0,-,105.15247108307045,71.11652951335975
73547,Piedras,-,-,-,-,1,-,-,1,1,0,0,-,0,119.61722488038276,0,-,30.921459492888065,14.74708745022858
73555,Planadas,4,-,-,4,31,4,-,35,39,77.36943907156673,0,-,29.830710716682823,654.5608108108108,51.77323323841574,-,280.8537955384369,150.74794171079589
73563,Prado,-,-,-,-,4,1,-,5,5,0,0,-,0,344.82758620689657,34.129692832764505,-,122.24938875305624,59.248726152387725
73585,Purificación,7,1,-,8,26,6,-,32,40,225.58814050918468,11.656370206317751,-,68.48142441362779,871.8980549966466,67.11409395973153,-,268.411340379131,169.46280291476023
73616,Rioblanco,2,1,-,3,15,2,-,17,20,43.29004329004329,13.740038472107722,-,25.214321734745337,347.22222222222223,30.950170225936244,-,157.6701910591727,88.18342151675485
73622,Roncesvalles,1,-,-,1,7,3,-,10,11,102.6694045174538,0,-,34.32887058015792,807.3817762399077,175.0291715285881,-,387.4467260751647,200.2184200946487
73624,Rovira,2,-,-,2,29,5,-,34,36,56.80204487361545,0,-,18.060321473722233,845.7276173811607,70.94211123723042,-,324.52037797079316,167.0456127325878
73671,Saldaña,-,-,-,-,3,1,-,4,4,0,0,-,0,160.08537886872998,18.1422351233672,-,54.15651232060655,27.559597629874606
73675,San Antonio,1,-,-,1,11,3,-,14,15,45.850527281063734,0,-,15.15610791148833,530.8880308880308,76.23888182973316,-,233.0614283336108,119.0003966679889
73678,San Luis,4,-,-,4,17,-,-,17,21,222.22222222222223,0,-,58.13108559802354,1014.3198090692125,0,-,257.2639225181598,155.68240788790868
73443,San Sebastián de Mariquita,2,-,-,2,16,5,-,21,23,39.100684261974585,0,-,10.596026490066224,323.88663967611336,34.169343265222444,-,107.29065549481427,59.82105701206825
73686,Santa Isabel,1,-,-,1,6,-,-,6,7,107.29613733905579,0,-,33.13452617627568,731.7073170731708,0,-,224.63496817671285,123.04447178766038
73770,Suárez,-,-,-,-,5,1,-,6,6,0,0,-,0,1179.2452830188681,71.32667617689016,-,328.58707557502737,158.60428231562253
73854,Valle de San Juan,-,-,-,-,5,2,-,7,7,0,0,-,0,652.7415143603133,106.55301012253595,-,264.85054861899357,130.2325581395349
73861,Venadillo,-,-,-,-,7,1,-,8,8,0,0,-,0,432.9004329004329,21.753317380900587,-,128.7415513356936,62.70083862371659
73870,Villahermosa,1,-,-,1,2,-,-,2,3,69.15629322268327,0,-,20.798668885191347,148.25796886582654,0,-,45.41326067211626,32.56621797655232
73873,Villarrica,-,-,-,-,7,-,-,7,7,0,0,-,0,1060.6060606060607,0,-,298.1260647359455,140.73180538801768
76,Valle del Cauca,180,17,-,197,1147,294,-,1441,1638,28.533203137384202,1.1171649770094019,-,9.151923320819511,185.58188901976519,16.46004827161095,-,59.936802236420526,35.94665674146849
76020,Alcalá,-,-,-,-,6,1,-,7,7,0,0,-,0,295.56650246305423,19.489378288832587,-,97.75171065493646,48.69565217391305
76036,Andalucía,-,-,-,-,3,2,-,5,5,0,0,-,0,98.4898227183191,22.946305644791188,-,42.509777248767215,22.01091741503786
76041,Ansermanuevo,-,-,-,-,1,1,-,2,2,0,0,-,0,37.86444528587656,16.616816218012627,-,23.0973553528121,11.488310643919812
76054,Argelia,-,-,-,-,4,1,-,5,5,0,0,-,0,498.13200498132005,60.24096385542169,-,203.00446609825417,96.06147934678194
76100,Bolívar,3,-,-,3,8,1,-,9,12,121.65450121654501,0,-,37.89792824658919,317.33439111463707,18.653236336504385,-,114.18421720375541,75.9589821496392
76109,Buenaventura,10,1,-,11,43,24,-,67,78,15.795792001010932,1.1745912422476978,-,7.410201826951577,69.05301022948082,23.347893339040596,-,40.59031648330345,24.87974788522143
76113,Bugalagrande,1,-,-,1,6,1,-,7,8,29.214139643587494,0,-,8.267195767195767,183.65472910927457,10.829542993285683,-,55.99552035837132,32.52429158027402
76122,Caicedonia,-,-,-,-,15,2,-,17,17,0,0,-,0,403.00913487372384,18.544274455261938,-,117.18480733439029,59.28715909883518
76001,Cali,89,11,-,100,571,141,-,712,812,30.744677543603895,1.4424262133427046,-,9.50493543772604,199.656632551374,15.215739765526529,-,58.71375641872474,35.85387866552923
76126,Calima,2,-,-,2,8,1,-,9,11,77.36943907156673,0,-,21.934634788330776,313.8485680659082,14.932059130954157,-,97.3393900064893,59.89980396427794
76130,Candelaria,7,-,-,7,23,5,-,28,35,47.41262530479545,0,-,15.264512189803305,165.43192116809323,14.295925661186562,-,57.28548631286059,36.944772842425266
76147,Cartago,5,-,-,5,36,20,-,56,61,28.42362571769655,0,-,7.804817133134572,205.22175350587165,35.437744741924625,-,75.69715730139633,44.189449587806614
76233,Dagua,3,-,-,3,21,4,-,25,28,40.35512510088781,0,-,12.094823415578132,293.5420743639921,23.093354887131227,-,102.14504596527068,56.81933480793036
76243,El Águila,1,-,-,1,2,-,-,2,3,72.67441860465117,0,-,22.256843979523705,149.14243102162564,0,-,48.60267314702309,34.85130111524163
76246,El Cairo,-,-,-,-,2,-,-,2,2,0,0,-,0,211.64021164021165,0,-,66.24710168930109,30.576364470264487
76248,El Cerrito,1,-,-,1,14,3,-,17,18,12.38390092879257,0,-,3.638480570513753,174.45482866043614,13.678643078606601,-,56.74800547451348,31.33650180184885
76250,El Dovio,-,-,-,-,2,1,-,3,3,0,0,-,0,141.94464158978,33.036009250082586,-,67.62849413886384,34.63403371045948
76275,Florida,1,-,-,1,6,3,-,9,10,11.130899376669635,0,-,3.543460543566847,70.6880301602262,13.912075681691709,-,29.948089977372554,17.160606112607898
76306,Ginebra,1,-,-,1,4,4,-,8,9,30.543677458766037,0,-,8.756567425569177,130.29315960912052,46.06172270842929,-,68.0619363620895,38.83662725468197
76318,Guacarí,2,-,-,2,10,3,-,13,15,40.08016032064128,0,-,12.277470841006753,209.07380305247753,23.64811603342267,-,74.41753964165092,44.43259575224385
76111,Guadalajara de Buga,11,-,-,11,37,6,-,43,54,63.768115942028984,0,-,17.803385880296506,216.66569069508697,11.816606270679062,-,63.372290097711236,41.65413185846852
76364,Jamundí,5,2,-,7,44,9,-,53,60,20.92750711535242,3.484199156823804,-,8.610721578468276,192.61918311955523,14.075255700478559,-,61.070461485279715,35.69749939016772
76377,La Cumbre,-,-,-,-,3,1,-,4,4,0,0,-,0,153.68852459016392,16.02820964898221,-,48.83408619216213,24.099289070972407
76400,La Unión,4,-,-,4,14,1,-,15,19,82.44023083264634,0,-,24.542888697999754,291.8490723368772,7.358351729212656,-,81.57937673356176,54.77872279083177
76403,La Victoria,-,-,-,-,3,-,-,3,3,0,0,-,0,194.30051813471502,0,-,47.596382674916704,25.144581342720645
76497,Obando,-,-,-,-,1,-,-,1,1,0,0,-,0,57.57052389176742,0,-,16.202203499675957,8.259684480052863
76520,Palmira,12,2,-,14,68,13,-,81,95,25.45014951962843,1.6318138426768274,-,8.24917213665343,148.12555819373952,9.243589925909072,-,43.42115843362192,26.6659929994751
76563,Pradera,-,-,-,-,7,4,-,11,11,0,0,-,0,93.99758291929636,22.387642021604076,-,43.454215058860704,22.71600859078143
76606,Restrepo,2,-,-,2,15,-,-,15,17,86.50519031141869,0,-,26.31232732535193,681.8181818181818,0,-,192.67822736030828,110.49005589496944
76616,Riofrío,-,-,-,-,4,2,-,6,6,0,0,-,0,178.4121320249777,35.77817531305903,-,76.60878447395301,38.595137012736394
76622,Roldanillo,2,-,-,2,21,2,-,23,25,39.54913980620922,0,-,11.444921316165951,431.7434210526316,13.656538067599863,-,117.89430519247527,67.59679861561757
76670,San Pedro,-,-,-,-,2,1,-,3,3,0,0,-,0,82.98755186721992,15.730690577316343,-,34.21923120793886,17.344048100826733
76736,Sevilla,5,-,-,5,10,2,-,12,17,90.44862518089725,0,-,24.489396091492384,190.43991620643686,12.733987011333248,-,57.260104022522306,41.088606371150966
76823,Toro,1,-,-,1,6,-,-,6,7,46.403712296983755,0,-,14.402995823131212,279.58993476234855,0,-,79.75541672205237,48.389326697082815
76828,Trujillo,2,-,-,2,6,-,-,6,8,66.09385327164573,0,-,20.933640360058615,206.9679199724043,0,-,62.95907660020986,41.919932928107315
76834,Tuluá,4,-,-,4,44,13,-,57,61,12.996296055624146,0,-,3.849114703618168,147.2310523674084,15.076484163892982,-,49.09053327821414,27.72324025596277
76845,Ulloa,-,-,-,-,4,1,-,5,5,0,0,-,0,542.0054200542005,53.59056806002143,-,192.01228878648234,92.42144177449168
76863,Versalles,-,-,-,-,3,-,-,3,3,0,0,-,0,309.59752321981426,0,-,83.91608391608392,42.93688278231001
76869,Vijes,1,-,-,1,13,2,-,15,16,55.005500550055004,0,-,15.25320317266626,770.1421800947867,42.47186239116586,-,234.4849148038143,123.52350806762912
76890,Yotoco,-,-,-,-,5,2,-,7,7,0,0,-,0,223.91401701746528,33.78949146815341,-,85.8684985279686,42.986981085728324
76892,Yumbo,4,1,-,5,44,12,-,56,61,25.198437696862793,2.669870511280203,-,9.375761780644678,283.4138486312399,28.688230653374454,-,97.63922307075356,55.11234787636764
76895,Zarzal,1,-,-,1,8,5,-,13,14,16.36125654450262,0,-,4.968944099378882,129.01144976616675,30.65791894046232,-,57.752110173256334,32.83687111528087
97,Vaupés,5,-,-,5,41,8,-,49,54,41.318899264523594,0,-,20.4473888684415,345.6706854396762,76.23403849818943,-,219.190337732051,115.36489488976243
97161,Carurú,-,-,-,-,4,-,-,4,4,0,0,-,0,449.43820224719104,0,-,258.732212160414,119.43863839952225
97001,Mitú,4,-,-,4,32,8,-,40,44,46.60918200885575,0,-,22.387642021604076,380.0475059382423,99.7506234413965,-,243.30900243309003,128.25370915556593
97666,Taraira,1,-,-,1,5,-,-,5,6,147.05882352941177,0,-,76.86395080707149,754.1478129713424,0,-,405.51500405515003,236.77979479084453
99,Vichada,1,-,-,1,14,1,-,15,16,3.9142007202129325,0,-,1.6580448335322986,57.94701986754968,3.3239155725444576,-,27.65231818600793,13.966846198835514
99001,Puerto Carreño,1,-,-,1,14,1,-,15,16,27.35229759299781,0,-,9.406452826639073,406.74026728646135,15.372790161414297,-,150.79923595053785,77.752940033045
999,Sin información,2,1,1,4,66,7,1,74,78,,,-,,,,-,,
999,Sin información,2,1,1,4,66,7,1,74,78,,,-,,,,-,,
0,TOTAL,2507,306,1,2814,15971,3821,1,19793,22607,34.368369146170174,1.7368863519500493,-,11.295656338446765,228.30828294044943,19.96144479067152,-,75.72712173770884,44.28447073074059
Casos sin información: No aplican para el cálculo de tasas,,,,,,,,,,,,,,,,,,,
"Tasas calculadas con base en las proyecciones de la población, DANE 2019 - 2023.",,,,,,,,,,,,,,,,,,,
FUENTE: Instituto Nacional de Medicina Legal y Ciencias Forenses - INMLCF,,,,,,,,,,,,,,,,,,,
Grupo: Centro de Referencia Nacional Sobre la Violencia - GCERN,,,,,,,,,,,,,,,,,,,
Base: Sistema de Información de Clínica y Odontología Forense - SICLICO ,,,,,,,,,,,,,,,,,,,
