 DIVIPOLA,"SUICIDIOS EN COLOMBIA AÑO 2020

CASOS Y TASAS X 100.00 HABITANTES",VIOLENTA - SUICIDIO (CASOS),VIOLENTA - SUICIDIO (CASOS).1,VIOLENTA - SUICIDIO (CASOS).2,VIOLENTA - SUICIDIO (CASOS).3,VIOLENTA - SUICIDIO (CASOS).4,VIOLENTA - SUICIDIO (CASOS).5,VIOLENTA - SUICIDIO (CASOS).6,VIOLENTA - SUICIDIO (TASAS),VIOLENTA - SUICIDIO (TASAS).1,VIOLENTA - SUICIDIO (TASAS).2,VIOLENTA - SUICIDIO (TASAS).3,VIOLENTA - SUICIDIO (TASAS).4,VIOLENTA - SUICIDIO (TASAS).5,VIOLENTA - SUICIDIO (TASAS).6
CÓDIGOS,SEXO,Hombre,Hombre,HOMBRE,Mujer,Mujer,MUJER,TOTAL,Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),HOMBRE (TASA X 100.000 HAB.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),MUJER (TASA X 100.000 HAB.),TOTAL
N°,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,(TASA X 100.000 HAB.)
15,Boyacá,7,56,63,7,5,12,75,5.3193914616167906,12.925831119400057,11.153699753025219,5.698237616508608,1.0808427114452597,2.0497158581391655,6.520140278644716
15097,Boavita,-,1,1,-,-,-,1,0,57.67012687427913,44.88330341113106,0,0,0,22.241992882562275
15104,Boyacá,-,1,1,-,-,-,1,0,53.56186395286556,40.84967320261438,0,0,0,21.114864864864867
15106,Briceño,-,1,1,-,-,-,1,0,118.48341232227489,91.82736455463728,0,0,0,49.529470034670624
15131,Caldas,-,1,1,-,-,-,1,0,88.9679715302491,69.39625260235947,0,0,0,34.28179636612958
15176,Chiquinquirá,-,5,5,1,-,1,6,0,26.27292312542693,19.537355423569867,16.077170418006432,0,3.5415781272134863,11.146615144534444
15183,Chita,-,1,1,-,-,-,1,0,39.23107100823852,27.533039647577095,0,0,0,14.16029453412631
15223,Cubará,1,-,1,-,-,-,1,59.206631142687975,0,22.172949002217294,0,0,0,11.093854004881296
15226,Cuítiva,-,1,1,-,-,-,1,0,171.82130584192439,126.74271229404309,0,0,0,60.90133982947624
15238,Duitama,1,8,9,-,1,1,10,7.9258143774272805,18.40349666436623,16.04649918876032,0,1.9766361605819216,1.6019736315140252,8.438106488903891
15322,Guateque,-,1,1,-,-,-,1,0,25.44529262086514,20.437359493153487,0,0,0,9.723842862699339
15325,Guayatá,-,2,2,-,-,-,2,0,149.92503748125935,123.38062924120914,0,0,0,61.86204763377668
15380,La Capilla,-,1,1,-,-,-,1,0,98.0392156862745,78.49293563579279,0,0,0,39.682539682539684
15455,Miraflores,-,-,-,-,1,1,1,0,0,0,0,28.571428571428573,23.496240601503757,11.849745230477545
15491,Nobsa,-,-,-,1,-,1,1,0,0,0,61.80469715698393,0,12.591286829513976,6.578514571409775
15494,Nuevo Colón,-,2,2,-,-,-,2,0,104.76689366160294,80.32128514056225,0,0,0,41.41644232760406
