CASOS Y TASAS X 100.00 HABITANTES",VIOLENTA - PRESUNTO HOMICIDIO (CASOS),VIOLENTA - PRESUNTO HOMICIDIO (CASOS).1,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).2,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).3,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).4,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).5,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).6,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).7,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).8,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).9,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).10,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).11,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).12,VIOLENTA - PRESUNTO HOMICIDIO (TASAS),VIOLENTA - PRESUNTO HOMICIDIO (TASAS).1,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).2,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).3,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).4,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).5,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).6,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).7,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).8,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).9,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).10,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).11,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).12
CÓDIGOS,SEXO,Hombre,Hombre,Hombre,HOMBRE,Mujer,Mujer,Mujer,MUJER,Indeterminado,Indeterminado,Indeterminado,INDETERMINADO,TOTAL,Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),HOMBRE (TASA X 100.000 HAB.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),MUJER (TASA X 100.000 HAB.),Indeterminado (Tasa x 100.000 Hab.),Indeterminado (Tasa x 100.000 Hab.),Indeterminado (Tasa x 100.000 Hab.),INDETERMINADO (TASA X 100.000 HAB.),TOTAL
N°,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,(TASA X 100.000 HAB.)
15755,Socotá,-,1,-,1,-,-,-,-,-,-,-,-,1,0,38.15337657382678,-,26.03488674824265,0,0,-,0,-,-,-,-,13.770311209033325
15759,Sogamoso,-,4,-,4,-,-,-,-,-,-,-,-,4,0,8.73610413436128,-,6.352735646787898,0,0,-,0,-,-,-,-,3.028949181805102
15764,Soracá,-,2,-,2,-,-,-,-,-,-,-,-,2,0,99.8502246630055,-,65.85446163977609,0,0,-,0,-,-,-,-,32.72786777941417
15820,Tópaga,-,1,-,1,-,-,-,-,-,-,-,-,1,0,81.36696501220504,-,55.80357142857142,0,0,-,0,-,-,-,-,26.85284640171858
15001,Tunja,-,8,-,8,-,1,-,1,-,-,-,-,9,0,13.040997636319178,-,9.377893959464053,0,1.3824184027537776,-,1.04974753571766,-,-,-,-,4.984271853263037
15832,Tununguá,-,-,-,-,-,1,-,1,-,-,-,-,1,0,0,-,0,0,196.078431372549,-,138.69625520110958,-,-,-,-,63.0119722747322
15835,Turmequé,-,1,-,1,-,-,-,-,-,-,-,-,1,0,45.74565416285453,-,32.59452411994785,0,0,-,0,-,-,-,-,16.129032258064516
15861,Ventaquemada,-,1,-,1,-,-,-,-,-,-,-,-,1,0,18.779342723004696,-,12.410027302060065,0,0,-,0,-,-,-,-,6.169031462060457
15407,Villa de Leyva,-,1,-,1,-,-,-,-,-,-,-,-,1,0,16.61405549094534,-,11.95886151638364,0,0,-,0,-,-,-,-,5.84932147870847
17,Caldas,6,155,-,161,1,7,-,8,-,-,-,-,169,4.868509668048783,41.49799738696481,-,32.410473615660095,0.8474073571906752,1.6967475772868523,-,1.5078379300400895,-,-,-,-,16.450666495346116
17013,Aguadas,-,11,-,11,-,1,-,1,-,-,-,-,12,0,129.457455572555,-,95.07346585998272,0,11.383039271485487,-,8.565310492505354,-,-,-,-,51.624005162400515
17042,Anserma,-,7,-,7,-,-,-,-,-,-,-,-,7,0,50.63657407407407,-,37.81535303333153,0,0,-,0,-,-,-,-,18.916362653695447
17050,Aranzazu,-,4,-,4,-,-,-,-,-,-,-,-,4,0,112.23344556677891,-,80,0,0,-,0,-,-,-,-,37.572797294758594
17088,Belalcázar,-,1,-,1,-,-,-,-,-,-,-,-,1,0,26.75943270002676,-,18.37222120154327,0,0,-,0,-,-,-,-,9.310120100549298
17174,Chinchiná,2,17,-,19,-,-,-,-,-,-,-,-,19,32.123353678124,89.39840134623475,-,75.27137310831154,0,0,-,0,-,-,-,-,36.04287204780423
17272,Filadelfia,-,3,-,3,-,-,-,-,-,-,-,-,3,0,69.89748369058714,-,51.99306759098787,0,0,-,0,-,-,-,-,26.091494172899633
17380,La Dorada,1,16,-,17,-,1,-,1,-,-,-,-,18,9.851246182642104,61.566877020163155,-,47.040593264893886,0,3.512099181680891,-,2.5963236057742236,-,-,-,-,24.110910186859556
17388,La Merced,-,1,-,1,-,-,-,-,-,-,-,-,1,0,43.72540445999125,-,33.211557622052474,0,0,-,0,-,-,-,-,16.857720836142953
17001,Manizales,1,41,-,42,1,3,-,4,-,-,-,-,46,2.155962313778755,24.760846458595037,-,19.8144050724877,2.2096517588828,1.5556051044588828,-,1.679917012099602,-,-,-,-,10.220541510951533
17433,Manzanares,-,4,-,4,-,-,-,-,-,-,-,-,4,0,60.92916984006092,-,44.296788482835,0,0,-,0,-,-,-,-,22.289089490694305
17442,Marmato,-,3,-,3,-,-,-,-,-,-,-,-,3,0,95.45020680878142,-,63.77551020408163,0,0,-,0,-,-,-,-,32.442954471720554
17444,Marquetalia,-,4,-,4,-,-,-,-,-,-,-,-,4,0,82.74720728175424,-,58.5051923358198,0,0,-,0,-,-,-,-,29.398794649419372
17446,Marulanda,-,1,-,1,-,-,-,-,-,-,-,-,1,0,104.49320794148382,-,73.90983000739098,0,0,-,0,-,-,-,-,38.97116134060795
17486,Neira,1,2,-,3,-,-,-,-,-,-,-,-,3,34.094783498124784,25.903380391141045,-,28.15843814529754,0,0,-,0,-,-,-,-,14.08781404085466
17495,Norcasia,-,3,-,3,-,-,-,-,-,-,-,-,3,0,145.34883720930233,-,97.6880494952784,0,0,-,0,-,-,-,-,48.53583562530335
17513,Pácora,-,2,-,2,-,-,-,-,-,-,-,-,2,0,33.27233405423391,-,25.706940874035986,0,0,-,0,-,-,-,-,12.940795858945327
17524,Palestina,1,3,-,4,-,1,-,1,-,-,-,-,5,46.75081813931744,51.3347022587269,-,50.10647626205687,0,17.31301939058172,-,12.768130745658835,-,-,-,-,31.61555485298767
17541,Pensilvania,-,3,-,3,-,-,-,-,-,-,-,-,3,0,41.44218814753419,-,29.889409186011758,0,0,-,0,-,-,-,-,15.057217426219635
17614,Riosucio,-,2,-,2,-,-,-,-,-,-,-,-,2,0,10.681478316599017,-,7.706832106662556,0,0,-,0,-,-,-,-,3.8159928259334874
17616,Risaralda,-,4,-,4,-,-,-,-,-,-,-,-,4,0,96.71179883945841,-,71.8132854578097,0,0,-,0,-,-,-,-,37.52697251149264
17653,Salamina,-,2,-,2,-,-,-,-,-,-,-,-,2,0,26.921523758244714,-,20.41024594346362,0,0,-,0,-,-,-,-,10.225471649879852
17662,Samaná,-,4,-,4,-,-,-,-,-,-,-,-,4,0,55.99104143337066,-,39.100684261974585,0,0,-,0,-,-,-,-,19.86294567484358
17665,San José,-,1,-,1,-,-,-,-,-,-,-,-,1,0,53.19148936170213,-,39.308176100628934,0,0,-,0,-,-,-,-,20.169423154497782
17777,Supía,-,4,-,4,-,-,-,-,-,-,-,-,4,0,38.729666924864446,-,27.553902321416267,0,0,-,0,-,-,-,-,13.504388926401079
17867,Victoria,-,2,-,2,-,-,-,-,-,-,-,-,2,0,54.318305268875605,-,38.84249368809478,0,0,-,0,-,-,-,-,19.157088122605366
17873,Villamaría,-,7,-,7,-,-,-,-,-,-,-,-,7,0,28.66737652551397,-,21.375351166483448,0,0,-,0,-,-,-,-,10.291090855630697
17877,Viterbo,-,3,-,3,-,1,-,1,-,-,-,-,4,0,65.16072980017377,-,48.8360735796842,0,18.716077110237695,-,14.662756598240469,-,-,-,-,30.85705469412944
18,Caquetá,3,128,-,131,1,11,-,12,-,-,-,-,143,3.9949929421791355,95.53949961187078,-,62.65843975701918,1.3992667842050766,8.19031309333234,-,5.831725558995194,-,-,-,-,34.47103830142151
18029,Albania,-,3,-,3,-,-,-,-,-,-,-,-,3,0,205.1983584131327,-,133.27410039982232,0,0,-,0,-,-,-,-,67.5371454299865
18094,Belén de los Andaquíes,-,-,-,-,-,1,-,1,-,-,-,-,1,0,0,-,0,0,27.307482250136534,-,17.5530981218185,-,-,-,-,8.8519075860848
18150,Cartagena del Chairá,-,18,-,18,-,2,-,2,-,-,-,-,20,0,190.4157410345922,-,112.4367543256918,0,21.963540522732266,-,12.927412578372438,-,-,-,-,63.53240152477764
18205,Curillo,-,3,-,3,-,1,-,1,-,-,-,-,4,0,126.84989429175475,-,76.82458386683739,0,41.54549231408392,-,25.322866548493288,-,-,-,-,50.92946269416857
18247,El Doncello,-,4,-,4,-,1,-,1,-,-,-,-,5,0,65.17842594101353,-,41.77109440267335,0,14.97454327643007,-,10.092854259184497,-,-,-,-,25.662081708068158
18256,El Paujíl,-,4,-,4,-,-,-,-,-,-,-,-,4,0,67.11409395973153,-,42.06541171521716,0,0,-,0,-,-,-,-,21.437376065169623
18001,Florencia,1,31,-,32,-,-,-,-,-,-,-,-,32,3.618992472495657,52.69868253293668,-,37.01261898978683,0,0,-,0,-,-,-,-,18.30255263413769
18410,La Montañita,-,7,-,7,-,-,-,-,-,-,-,-,7,0,148.58841010401187,-,90.45096265667398,0,0,-,0,-,-,-,-,47.15710051199138
18460,Milán,-,2,-,2,-,1,-,1,-,-,-,-,3,0,68.56359273225917,-,38.565368299267256,0,37.20238095238095,-,20.529665366454527,-,-,-,-,29.829969175698515
18479,Morelia,-,1,-,1,-,-,-,-,-,-,-,-,1,0,78.003120124805,-,52.71481286241434,0,0,-,0,-,-,-,-,26.413100898045432
18592,Puerto Rico,-,4,-,4,-,1,-,1,-,-,-,-,5,0,47.99616030717542,-,29.85520226899537,0,12.103606874848705,-,7.601094557616297,-,-,-,-,18.82955486932289
18610,San José del Fragua,1,13,-,14,-,2,-,2,-,-,-,-,16,37.835792659856224,320.90841767464826,-,209.1425156856887,0,50.21340697966357,-,30.56701818737582,-,-,-,-,120.87330966231019
18753,San Vicente del Caguán,1,32,-,33,-,2,-,2,-,-,-,-,35,9.441979038806533,188.5014137606032,-,119.70834693655458,0,12.850992739189103,-,7.817997029161129,-,-,-,-,65.85260305932378
18756,Solano,-,5,-,5,1,-,-,1,-,-,-,-,6,0,134.08420488066506,-,78.95152376440866,42.28329809725158,0,-,18.89644746787604,-,-,-,-,51.612903225806456
18860,Valparaíso,-,1,-,1,-,-,-,-,-,-,-,-,1,0,43.15925766076823,-,26.975991367682763,0,0,-,0,-,-,-,-,14.040999719180006
85,Casanare,3,73,-,76,-,8,-,8,-,-,-,-,84,4.148631642996419,49.092131809011434,-,34.38711749987557,0,5.375910544848534,-,3.6659411158208273,-,-,-,-,19.124028431055603
85010,Aguazul,-,4,-,4,-,1,-,1,-,-,-,-,5,0,30.76213181573483,-,20.853970074552944,0,7.4560095436922165,-,5.214036185411127,-,-,-,-,13.034410844629823
85125,Hato Corozal,-,2,-,2,-,-,-,-,-,-,-,-,2,0,51.13781641523907,-,31.39717425431711,0,0,-,0,-,-,-,-,16.36795155086341
85139,Maní,-,5,-,5,-,1,-,1,-,-,-,-,6,0,81.0898475510866,-,54.312404953291335,0,17.639795378373613,-,11.879306248515087,-,-,-,-,34.04448479346346
85162,Monterrey,-,2,-,2,-,-,-,-,-,-,-,-,2,0,32.31017770597739,-,22.18524681087077,0,0,-,0,-,-,-,-,11.004126547455297
85225,Nunchía,-,1,-,1,-,-,-,-,-,-,-,-,1,0,31.036623215394165,-,21.150592216582062,0,0,-,0,-,-,-,-,11.372682815876265
85230,Orocué,1,3,-,4,-,-,-,-,-,-,-,-,4,39.44773175542406,74.71980074719801,-,61.06870229007634,0,0,-,0,-,-,-,-,31.32832080200501
85250,Paz de Ariporo,1,9,-,10,-,1,-,1,-,-,-,-,11,14.682131845543973,73.1528895391368,-,52.317672909908964,0,8.304958059961796,-,5.383290267011197,-,-,-,-,29.185460334306185
85263,Pore,-,5,-,5,-,-,-,-,-,-,-,-,5,0,125.81781580271766,-,80.23106546854943,0,0,-,0,-,-,-,-,41.084634346754314
85279,Recetor,-,1,-,1,-,-,-,-,-,-,-,-,1,0,140.25245441795232,-,100.4016064257028,0,0,-,0,-,-,-,-,55.15719801434088
85315,Sácama,-,2,-,2,-,1,-,1,-,-,-,-,3,0,279.72027972027973,-,189.2147587511826,0,153.84615384615384,-,97.94319294809011,-,-,-,-,144.36958614051971
85325,San Luis de Palenque,-,1,-,1,-,-,-,-,-,-,-,-,1,0,34.85535029627048,-,23.078698361412417,0,0,-,0,-,-,-,-,11.872254541137362
85400,Támara,-,1,-,1,-,-,-,-,-,-,-,-,1,0,45.33091568449683,-,28.465698832906348,0,0,-,0,-,-,-,-,15.08978421608571
85410,Tauramena,-,4,-,4,-,-,-,-,-,-,-,-,4,0,47.192071731949035,-,31.162355874104083,0,0,-,0,-,-,-,-,15.741833923652106
85430,Trinidad,-,2,-,2,-,-,-,-,-,-,-,-,2,0,45.777065690089266,-,29.1247997670016,0,0,-,0,-,-,-,-,14.73513593162897
85440,Villanueva,-,9,-,9,-,-,-,-,-,-,-,-,9,0,72.10382951450089,-,48.751421916472566,0,0,-,0,-,-,-,-,24.6460552619328
85001,Yopal,1,22,-,23,-,4,-,4,-,-,-,-,27,3.6821562707121287,35.81078881401179,-,25.961712118475706,0,6.238886982562311,-,4.407082181064971,-,-,-,-,15.05394329681358
19,Cauca,39,663,-,702,6,62,-,68,-,-,-,-,770,17.42393780994505,127.60920403037214,-,94.43289816178697,2.79041214387365,11.36286578806056,-,8.939616832246776,-,-,-,-,51.19531077548263
19050,Argelia,2,73,-,75,-,3,-,3,-,-,-,-,78,48.5201358563804,734.554236264842,-,533.4281650071124,0,33.840947546531304,-,23.547880690737834,-,-,-,-,291.04477611940297
19075,Balboa,3,9,-,12,-,2,-,2,-,-,-,-,14,97.62447120078099,116.1140498000258,-,110.86474501108647,0,25.641025641025642,-,18.5459940652819,-,-,-,-,64.79081821547575
19100,Bolívar,1,12,-,13,-,-,-,-,-,-,-,-,13,21.06593638087213,84.94372478233171,-,68.87782134152803,0,0,-,0,-,-,-,-,34.8628281798922
19110,Buenos Aires,1,21,-,22,1,4,-,5,-,-,-,-,27,18.528812303131367,196.9796454366382,-,137.0033628098144,19.619383951343927,35.85514521333812,-,30.76355134436719,-,-,-,-,83.56287332487388
19130,Cajibío,2,9,-,11,1,-,-,1,-,-,-,-,12,29.49417490045716,58.93137768465165,-,49.879834943091645,15.850372483753368,0,-,4.73260766682442,-,-,-,-,27.788713151008498
19137,Caldono,1,12,-,13,-,2,-,2,-,-,-,-,15,12.581781580271766,89.18617614269789,-,60.73914871746951,0,15.409507666230065,-,9.657636776280844,-,-,-,-,35.619300911854104
19142,Caloto,1,20,-,21,-,1,-,1,-,-,-,-,22,20.938023450586265,192.9012345679012,-,138.66877971473852,0,9.218289085545722,-,6.5303990073793505,-,-,-,-,72.23298420724299
19212,Corinto,1,42,-,43,1,6,-,7,-,-,-,-,50,26.567481402763015,460.9812314784327,-,333.9805825242718,27.624309392265197,65.58810668998689,-,54.82456140350877,-,-,-,-,194.984986156066
19256,El Tambo,3,38,-,41,-,4,-,4,-,-,-,-,45,40.149892933618844,187.45991810961473,-,147.78502685362074,0,20.712510356255176,-,15.120015120015122,-,-,-,-,83.02889405513119
19290,Florencia,-,8,-,8,1,-,-,1,-,-,-,-,9,0,402.4144869215292,-,292.82576866764276,153.1393568147014,0,-,38.255547054322875,-,-,-,-,168.35016835016833
19300,Guachené,-,15,-,15,-,-,-,-,-,-,-,-,15,0,230.66277102875597,-,160.20506247997437,0,0,-,0,-,-,-,-,74.33102081268582
19318,Guapí,-,2,-,2,1,2,-,3,-,-,-,-,5,0,24.512807942149774,-,14.450867052023122,18.587360594795538,22.996435552489363,-,21.311358954322653,-,-,-,-,17.91023390765483
19355,Inzá,2,7,-,9,-,-,-,-,-,-,-,-,9,36.72420124862284,73.45225603357817,-,60.09615384615385,0,0,-,0,-,-,-,-,30.322428489606143
19364,Jambaló,-,-,-,-,-,1,-,1,-,-,-,-,1,0,0,-,0,0,16.923337282112033,-,10.708931248661383,-,-,-,-,5.3418803418803416
19392,La Sierra,-,4,-,4,-,-,-,-,-,-,-,-,4,0,97.0402717127608,-,73.00602299689724,0,0,-,0,-,-,-,-,37.243947858473
19397,La Vega,-,7,-,7,-,-,-,-,-,-,-,-,7,0,75.86431126043134,-,55.52470849528041,0,0,-,0,-,-,-,-,28.18148878779339
19418,López de Micay,-,1,-,1,-,1,-,1,-,-,-,-,2,0,18.446781036709094,-,10.356255178127588,0,18.291567587342236,-,10.604453870625662,-,-,-,-,10.478885046631039
19450,Mercaderes,-,11,-,11,-,2,-,2,-,-,-,-,13,0,126.7719257807998,-,93.87267451783582,0,22.857142857142858,-,17.295053614666205,-,-,-,-,55.83712739455374
19455,Miranda,1,30,-,31,-,1,-,1,-,-,-,-,32,22.527596305474205,264.2938948110299,-,196.32678910702978,0,8.192692118630182,-,6.040836051709557,-,-,-,-,98.93643334157804
19473,Morales,-,7,-,7,-,2,-,2,-,-,-,-,9,0,51.90567996440753,-,34.32382073158772,0,15.13660788617271,-,9.991008092716555,-,-,-,-,22.270612689300208
19513,Padilla,-,6,-,6,-,-,-,-,-,-,-,-,6,0,177.04337562702864,-,126.3157894736842,0,0,-,0,-,-,-,-,59.57108816521049
19517,Páez,2,11,-,13,-,1,-,1,-,-,-,-,14,20.294266869609334,77.67813007555964,-,54.130579613590946,0,7.389344565137073,-,4.327505625757313,-,-,-,-,29.708853238265004
19532,Patía,-,47,-,47,-,3,-,3,-,-,-,-,50,0,358.6964817217431,-,256.36829760541104,0,20.99223287383668,-,15.416238437821171,-,-,-,-,132.29963220702246
19533,Piamonte,-,3,-,3,-,1,-,1,-,-,-,-,4,0,95.41984732824427,-,62.40898689411275,0,36.54970760233918,-,22.084805653710248,-,-,-,-,42.849491162292445
19548,Piendamó,1,9,-,10,-,-,-,-,-,-,-,-,10,16.761649346295677,60.483870967741936,-,47.97083373309028,0,0,-,0,-,-,-,-,23.70848052348325
19001,Popayán,3,69,-,72,-,8,-,8,-,-,-,-,80,7.670476336580502,58.247018005926,-,45.69339730408956,0,6.007088364269839,-,4.6902390263063785,-,-,-,-,24.379912171366403
19573,Puerto Tejada,9,40,-,49,1,1,-,2,-,-,-,-,51,150.2755050926699,295.77048210588583,-,251.11464152103727,17.421602787456447,5.926628341136728,-,8.844469995135542,-,-,-,-,121.06537530266344
19622,Rosas,-,1,-,1,-,-,-,-,-,-,-,-,1,0,21.85792349726776,-,16.826518593303046,0,0,-,0,-,-,-,-,8.597713008339781
19693,San Sebastián,-,1,-,1,-,-,-,-,-,-,-,-,1,0,23.719165085388994,-,18.014772113132768,0,0,-,0,-,-,-,-,8.968609865470851
19701,Santa Rosa,-,2,-,2,-,1,-,1,-,-,-,-,3,0,100.150225338007,-,70.37297677691767,0,57.142857142857146,-,38.69969040247678,-,-,-,-,55.28934758569849
19698,Santander de Quilichao,3,83,-,86,-,10,-,10,-,-,-,-,96,18.18402230573403,212.74414312810785,-,154.92145842340395,0,23.27421682260392,-,17.119476828788112,-,-,-,-,84.26596445029624
19743,Silvia,-,3,-,3,-,-,-,-,-,-,-,-,3,0,23.85496183206107,-,15.757130101370871,0,0,-,0,-,-,-,-,7.8177932975452125
19760,Sotara,-,1,-,1,-,-,-,-,-,-,-,-,1,0,18.98253606681853,-,14.05678942929435,0,0,-,0,-,-,-,-,6.980315510261065
19780,Suárez,2,28,-,30,-,1,-,1,-,-,-,-,31,37.20238095238095,250.33527045149754,-,181.14848137189784,0,9.09338910611985,-,6.161049842893228,-,-,-,-,94.5352525006099
19785,Sucre,-,-,-,-,-,1,-,1,-,-,-,-,1,0,0,-,0,0,27.292576419213972,-,20.833333333333336,-,-,-,-,10.258514567090685
19807,Timbío,-,7,-,7,-,1,-,1,-,-,-,-,8,0,52.289534623141854,-,38.65694720565496,0,7.164350193437455,-,5.412426932236414,-,-,-,-,21.867483052700635
19821,Toribío,1,6,-,7,-,2,-,2,-,-,-,-,9,15.571473061351606,49.10787362907187,-,37.55364806866953,0,16.500288755053212,-,10.896807235480004,-,-,-,-,24.328269449099853
19824,Totoró,-,4,-,4,-,-,-,-,-,-,-,-,4,0,48.24508503196237,-,30.990935151468197,0,0,-,0,-,-,-,-,15.491266798342435
19845,Villa Rica,-,14,-,14,-,1,-,1,-,-,-,-,15,0,202.34137881196705,-,140.64697609001408,0,11.750881316098708,-,8.659508139937651,-,-,-,-,69.76095246953771
20,Cesar,10,259,-,269,2,19,2,23,-,1,-,1,293,4.259633160392227,61.91935661246133,-,41.191459127047324,0.8866466580070843,4.280735114870147,-,3.4358203693357514,-,-,-,-,22.15557904702276
20011,Aguachica,1,32,-,33,-,2,-,2,-,-,-,-,35,4.989273062914734,82.27067050596463,-,55.9900914504827,0,4.668861031351402,-,3.2153823893506535,-,-,-,-,28.892190853557867
20013,Agustín Codazzi,-,18,-,18,-,-,-,-,-,-,-,-,18,0,84.49514152936206,-,54.40367527050716,0,0,-,0,-,-,-,-,27.26487829261273
20045,Becerril,-,1,-,1,-,-,-,-,-,-,-,-,1,0,14.013452914798206,-,8.300821781356355,0,0,-,0,-,-,-,-,4.2029168242760475
20060,Bosconia,1,12,-,13,-,2,-,2,-,-,-,-,15,11.937447773665989,86.71146759158898,-,58.516384587684556,0,14.268388385531855,-,9.083064626004814,-,-,-,-,33.909799932180405
20175,Chimichagua,-,1,-,1,-,-,-,-,-,-,-,-,1,0,8.977466558937069,-,5.4209356534937925,0,0,-,0,-,-,-,-,2.7040181710021094
20178,Chiriguaná,-,6,-,6,-,1,-,1,-,-,-,-,7,0,64.3293663557414,-,40.050730925839396,0,10.168802115110841,-,6.5500753258662465,-,-,-,-,23.142025919069027
20228,Curumaní,-,8,-,8,-,-,-,-,-,1,-,1,9,0,63.41154090044388,-,39.81287946650742,0,0,-,0,-,-,-,-,22.22716159146477
20238,El Copey,-,17,-,17,-,-,-,-,-,-,-,-,17,0,166.5197374865315,-,105.19801980198021,0,0,-,0,-,-,-,-,52.620175194230356
20250,El Paso,-,14,-,14,-,-,-,-,-,-,-,-,14,0,115.72160687716978,-,67.63611768684477,0,0,-,0,-,-,-,-,33.56106915977466
20295,Gamarra,-,5,-,5,-,2,-,2,-,-,-,-,7,0,89.46144211844695,-,61.858220957565266,0,36.120642947444466,-,24.657872025644185,-,-,-,-,43.22588613066568
20310,González,1,3,-,4,-,-,-,-,-,-,-,-,4,133.33333333333334,177.3049645390071,-,163.8001638001638,0,0,-,0,-,-,-,-,85.78168561012224
20383,La Gloria,-,6,-,6,-,2,-,2,-,-,-,-,8,0,94.80170643071575,-,61.90672719768881,0,33.06878306878307,-,21.8842324105482,-,-,-,-,42.483139504009344
20400,La Jagua de Ibirico,-,3,-,3,-,-,-,-,-,-,-,-,3,0,18.98133502056311,-,11.616650532429816,0,0,-,0,-,-,-,-,5.767567047966933
20621,La Paz,1,4,-,5,-,-,-,-,-,-,-,-,5,17.94043774668102,41.950707918196116,-,33.09285856112251,0,0,-,0,-,-,-,-,16.546429280561256
20443,Manaure Balcón del Cesar,1,1,-,2,-,1,-,1,-,-,-,-,3,53.304904051172706,26.888948642108094,-,35.746201966041106,0,27.59381898454746,-,18.298261665141812,-,-,-,-,27.124773960217
20517,Pailitas,-,5,-,5,-,-,-,-,-,-,-,-,5,0,78.56693903205532,-,50.80268238162975,0,0,-,0,-,-,-,-,24.858307646415433
20550,Pelaya,-,14,-,14,-,-,-,-,-,-,-,-,14,0,196.1333706920706,-,122.48468941382328,0,0,-,0,-,-,-,-,61.52764349125428
20570,Pueblo Bello,-,3,-,3,-,-,-,-,-,-,-,-,3,0,37.41581441756048,-,19.76544999341152,0,0,-,0,-,-,-,-,9.982032341784787
20614,Río de Oro,-,5,-,5,-,-,-,-,-,-,-,-,5,0,77.6276975624903,-,54.41288497116117,0,0,-,0,-,-,-,-,27.52849198920883
20710,San Alberto,-,3,-,3,1,1,-,2,-,-,-,-,5,0,31.344687075540694,-,20.74688796680498,20.51282051282051,10.29336078229542,-,13.708019191226866,-,-,-,-,17.211703958691913
20750,San Diego,-,4,-,4,-,-,-,-,-,-,-,-,4,0,59.66587112171838,-,38.21534346039935,0,0,-,0,-,-,-,-,19.1433357262503
20770,San Martín,-,2,-,2,-,1,-,1,-,-,-,-,3,0,20.339672531272246,-,13.40662287169862,0,10.583130489998942,-,6.920894179527995,-,-,-,-,10.215548064153642
20787,Tamalameque,1,6,-,7,-,-,-,-,-,-,-,-,7,31.665611146295124,120.40939193257074,-,85.98452278589853,0,0,-,0,-,-,-,-,42.360060514372165
20001,Valledupar,4,86,-,90,1,7,2,10,-,-,-,-,100,4.358960387947475,49.63781709041586,-,33.95970115462984,1.1446886446886446,3.6505105499754893,-,3.5827654650071294,-,-,-,-,18.37782605020087
27,Chocó,23,177,-,200,4,13,-,17,-,-,-,-,217,21.222998348297086,108.93179146639423,-,73.83888355608063,3.8328861632809503,7.471049682480388,-,6.107089612559051,-,-,-,-,39.510218944876875
27006,Acandí,-,1,-,1,-,1,-,1,-,-,-,-,2,0,22.696323195642307,-,14.096419509444601,0,21.204410517387615,-,13.92757660167131,-,-,-,-,14.011489421325487
27025,Alto Baudó,-,2,-,2,-,-,-,-,-,-,-,-,2,0,25.31645569620253,-,14.093439503910929,0,0,-,0,-,-,-,-,7.0106561974200785
27050,Atrato,-,7,-,7,-,1,-,1,-,-,-,-,8,0,360.2676273803397,-,221.3788741302973,0,47.28132387706856,-,32.289312237649334,-,-,-,-,127.81594503914363
27075,Bahía Solano,-,1,-,1,-,-,-,-,-,-,-,-,1,0,30.469226081657528,-,19.05850962454736,0,0,-,0,-,-,-,-,9.650646593321753
27099,Bojayá,-,2,-,2,-,-,-,-,-,-,-,-,2,0,61.16207951070336,-,31.620553359683797,0,0,-,0,-,-,-,-,16.0926939169617
27150,Carmen del Darién,-,2,-,2,-,-,-,-,-,-,-,-,2,0,33.052388035035534,-,19.36858415649816,0,0,-,0,-,-,-,-,10.167251283615474
27205,Condoto,-,1,-,1,-,-,-,-,-,-,-,-,1,0,28.121484814398205,-,16.972165648336727,0,0,-,0,-,-,-,-,8.021175904387583
27245,El Carmen de Atrato,-,4,-,4,-,-,-,-,-,-,-,-,4,0,149.58863126402392,-,97.60858955588093,0,0,-,0,-,-,-,-,48.32085044696787
