Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
,,,,,,
,,,,,,
,,,,,,
PROYECCIONES DE POBLACIÓN MUNICIPAL POR ÁREA.,,,,,,
,,,,,,
PROYECCIONES DE POBLACIÓN A NIVEL MUNICIPAL. PERIODO 2005 - 2019.,,,,,,
,,,,,,
,,,,,,
,,,,,,
DP,DPNOM,DPMP,MPIO,AÑO,ÁREA GEOGRÁFICA,Población
05,Antioquia,Frontino,05284,2005,Cabecera Municipal,7930
05,Antioquia,Frontino,05284,2005,Centros Poblados y Rural Disperso,14920
05,Antioquia,Frontino,05284,2005,Total,22850
05,Antioquia,Giraldo,05306,2005,Cabecera Municipal,1590
05,Antioquia,Giraldo,05306,2005,Centros Poblados y Rural Disperso,3302
05,Antioquia,Giraldo,05306,2005,Total,4892
05,Antioquia,Girardota,05308,2005,Cabecera Municipal,21941
05,Antioquia,Girardota,05308,2005,Centros Poblados y Rural Disperso,19229
05,Antioquia,Girardota,05308,2005,Total,41170
05,Antioquia,Gómez Plata,05310,2005,Cabecera Municipal,4445
05,Antioquia,Gómez Plata,05310,2005,Centros Poblados y Rural Disperso,5197
05,Antioquia,Gómez Plata,05310,2005,Total,9642
05,Antioquia,Granada,05313,2005,Cabecera Municipal,5401
05,Antioquia,Granada,05313,2005,Centros Poblados y Rural Disperso,8481
05,Antioquia,Granada,05313,2005,Total,13882
05,Antioquia,Guadalupe,05315,2005,Cabecera Municipal,1951
05,Antioquia,Guadalupe,05315,2005,Centros Poblados y Rural Disperso,4617
05,Antioquia,Guadalupe,05315,2005,Total,6568
05,Antioquia,Guarne,05318,2005,Cabecera Municipal,13527
05,Antioquia,Guarne,05318,2005,Centros Poblados y Rural Disperso,29892
05,Antioquia,Guarne,05318,2005,Total,43419
05,Antioquia,Guatapé,05321,2005,Cabecera Municipal,4263
05,Antioquia,Guatapé,05321,2005,Centros Poblados y Rural Disperso,2496
05,Antioquia,Guatapé,05321,2005,Total,6759
05,Antioquia,Heliconia,05347,2005,Cabecera Municipal,2276
05,Antioquia,Heliconia,05347,2005,Centros Poblados y Rural Disperso,4271
05,Antioquia,Heliconia,05347,2005,Total,6547
05,Antioquia,Hispania,05353,2005,Cabecera Municipal,2878
05,Antioquia,Hispania,05353,2005,Centros Poblados y Rural Disperso,2437
05,Antioquia,Hispania,05353,2005,Total,5315
05,Antioquia,Itagüí,05360,2005,Cabecera Municipal,203435
05,Antioquia,Itagüí,05360,2005,Centros Poblados y Rural Disperso,18486
05,Antioquia,Itagüí,05360,2005,Total,221921
05,Antioquia,Ituango,05361,2005,Cabecera Municipal,6045
05,Antioquia,Ituango,05361,2005,Centros Poblados y Rural Disperso,19982
05,Antioquia,Ituango,05361,2005,Total,26027
05,Antioquia,Jardín,05364,2005,Cabecera Municipal,6870
05,Antioquia,Jardín,05364,2005,Centros Poblados y Rural Disperso,6856
05,Antioquia,Jardín,05364,2005,Total,13726
05,Antioquia,Jericó,05368,2005,Cabecera Municipal,7199
05,Antioquia,Jericó,05368,2005,Centros Poblados y Rural Disperso,7164
05,Antioquia,Jericó,05368,2005,Total,14363
05,Antioquia,La Ceja,05376,2005,Cabecera Municipal,40835
05,Antioquia,La Ceja,05376,2005,Centros Poblados y Rural Disperso,9862
05,Antioquia,La Ceja,05376,2005,Total,50697
05,Antioquia,La Estrella,05380,2005,Cabecera Municipal,43086
05,Antioquia,La Estrella,05380,2005,Centros Poblados y Rural Disperso,12298
05,Antioquia,La Estrella,05380,2005,Total,55384
05,Antioquia,La Pintada,05390,2005,Cabecera Municipal,6278
05,Antioquia,La Pintada,05390,2005,Centros Poblados y Rural Disperso,3684
05,Antioquia,La Pintada,05390,2005,Total,9962
05,Antioquia,La Unión,05400,2005,Cabecera Municipal,9471
05,Antioquia,La Unión,05400,2005,Centros Poblados y Rural Disperso,9139
05,Antioquia,La Unión,05400,2005,Total,18610
05,Antioquia,Liborina,05411,2005,Cabecera Municipal,2205
05,Antioquia,Liborina,05411,2005,Centros Poblados y Rural Disperso,8304
